ProjectID,Date,Origin,Destination,Modo,F,M
42,2019-11-18,100:206,100:206,bus,15.0,
42,2019-11-18,100:206,100:206,private_transport,15.0,
42,2019-11-18,100:206,116:154,bus,,11.0
42,2019-11-18,100:206,122:164,bus,,11.0
42,2019-11-18,100:206,122:164,private_transport,,15.0
42,2019-11-18,100:206,127:159,private_transport,,10.0
42,2019-11-18,100:206,130:140,bus,11.0,
42,2019-11-18,100:206,130:140,private_transport,11.0,
42,2019-11-18,100:206,135:135,bus,,11.0
42,2019-11-18,100:206,135:135,private_transport,,12.0
42,2019-11-18,100:206,143:143,private_transport,11.0,
42,2019-11-18,100:206,144:126,bus,,14.0
42,2019-11-18,100:206,148:122,bus,,11.0
42,2019-11-18,100:206,148:122,private_transport,,11.0
42,2019-11-18,100:206,153:133,bus,11.0,
42,2019-11-18,100:206,153:133,private_transport,12.0,
42,2019-11-18,100:206,154:132,bus,12.0,
42,2019-11-18,100:206,154:132,private_transport,17.0,
42,2019-11-18,100:206,157:129,bus,,21.0
42,2019-11-18,100:206,158:128,private_transport,,11.0
42,2019-11-18,100:206,159:127,bus,,29.0
42,2019-11-18,100:206,159:127,private_transport,40.0,
42,2019-11-18,100:206,58:303,private_transport,,37.0
42,2019-11-18,100:206,83:108,bus,10.0,11.0
42,2019-11-18,100:206,83:108,private_transport,,12.0
42,2019-11-18,100:206,87:104,private_transport,,14.0
42,2019-11-18,101:205,127:159,bus,,14.0
42,2019-11-18,101:205,127:159,microtrip,22.0,10.0
42,2019-11-18,101:205,130:140,bus,,10.0
42,2019-11-18,101:205,130:140,microtrip,24.0,22.0
42,2019-11-18,101:205,143:143,private_transport,,14.0
42,2019-11-18,101:205,153:133,microtrip,,23.0
42,2019-11-18,101:205,154:132,microtrip,70.0,111.0
42,2019-11-18,101:205,158:128,microtrip,,11.0
42,2019-11-18,101:205,83:108,bus,,23.0
42,2019-11-18,101:205,83:108,microtrip,21.0,65.0
42,2019-11-18,101:205,83:108,private_transport,,18.0
42,2019-11-18,101:205,101:205,bus,20.0,23.0
42,2019-11-18,101:205,101:205,microtrip,31.0,68.0
42,2019-11-18,101:205,101:205,private_transport,13.0,12.0
42,2019-11-18,101:205,107:207,bus,,14.0
42,2019-11-18,101:205,107:207,private_transport,,16.0
42,2019-11-18,101:205,108:170,bus,16.0,
42,2019-11-18,101:205,108:170,microtrip,57.0,115.0
42,2019-11-18,101:205,108:170,private_transport,,10.0
42,2019-11-18,101:205,109:169,microtrip,10.0,10.0
42,2019-11-18,101:205,120:166,microtrip,22.0,
42,2019-11-18,101:205,121:165,bus,,21.0
42,2019-11-18,101:205,121:165,private_transport,,13.0
42,2019-11-18,101:205,126:160,bus,15.0,
42,2019-11-18,101:205,126:160,microtrip,27.0,38.0
42,2019-11-18,101:205,126:160,private_transport,,13.0
42,2019-11-18,101:205,128:142,bus,,10.0
42,2019-11-18,101:205,129:141,bus,,16.0
42,2019-11-18,101:205,129:141,microtrip,64.0,101.0
42,2019-11-18,101:205,129:141,private_transport,,13.0
42,2019-11-18,101:205,134:136,microtrip,11.0,
