ProjectID,Date,Origin,Destination,Modo,F,M
42,2019-11-16,100:206,100:206,bus,,22.0
42,2019-11-16,100:206,100:206,private_transport,12.0,19.0
42,2019-11-16,100:206,101:205,bus,,10.0
42,2019-11-16,100:206,107:207,private_transport,14.0,
42,2019-11-16,100:206,109:169,bus,,11.0
42,2019-11-16,100:206,109:169,private_transport,,12.0
42,2019-11-16,100:206,110:168,bus,,12.0
42,2019-11-16,100:206,110:168,private_transport,,16.0
42,2019-11-16,100:206,126:160,bus,18.0,
42,2019-11-16,100:206,143:143,bus,11.0,
42,2019-11-16,100:206,143:143,private_transport,17.0,
42,2019-11-16,100:206,144:126,private_transport,16.0,
42,2019-11-16,100:206,151:119,private_transport,17.0,
42,2019-11-16,100:206,159:127,bus,18.0,
42,2019-11-16,100:206,159:127,private_transport,42.0,
42,2019-11-16,100:206,45:319,private_transport,86.0,
42,2019-11-16,100:206,48:301,private_transport,12.0,
42,2019-11-16,100:206,58:303,private_transport,,10.0
42,2019-11-16,100:206,61:413,private_transport,,34.0
42,2019-11-16,100:206,76:314,private_transport,35.0,
42,2019-11-16,100:206,78:302,private_transport,,27.0
42,2019-11-16,100:206,83:108,private_transport,16.0,11.0
42,2019-11-16,100:206,89:118,private_transport,11.0,
42,2019-11-16,100:206,90:117,bus,12.0,
42,2019-11-16,100:206,98:217,private_transport,,19.0
42,2019-11-16,101:205,101:205,microtrip,38.0,55.0
42,2019-11-16,101:205,109:169,bus,11.0,
42,2019-11-16,101:205,109:169,microtrip,,13.0
42,2019-11-16,101:205,109:169,private_transport,,13.0
42,2019-11-16,101:205,110:168,private_transport,,70.0
42,2019-11-16,101:205,126:160,microtrip,,22.0
42,2019-11-16,101:205,151:119,microtrip,59.0,78.0
42,2019-11-16,101:205,151:119,private_transport,,14.0
42,2019-11-16,101:205,159:127,private_transport,15.0,
42,2019-11-16,101:205,45:319,bus,17.0,
42,2019-11-16,101:205,45:319,private_transport,98.0,12.0
42,2019-11-16,101:205,48:301,private_transport,16.0,30.0
42,2019-11-16,101:205,58:303,private_transport,,32.0
