ProjectID,Date,Origin,Destination,Modo,F,M
42,2019-11-22,0:500,107:207,private_transport,,11.0
42,2019-11-22,0:500,57:310,private_transport,,86.0
42,2019-11-22,100:206,107:207,bus,,19.0
42,2019-11-22,100:206,107:207,private_transport,,11.0
42,2019-11-22,100:206,100:206,bus,,42.0
42,2019-11-22,100:206,100:206,private_transport,,26.0
42,2019-11-22,100:206,101:205,bus,12.0,
42,2019-11-22,100:206,129:141,private_transport,,29.0
42,2019-11-22,100:206,137:149,private_transport,14.0,
42,2019-11-22,100:206,143:143,bus,,18.0
42,2019-11-22,100:206,144:126,bus,14.0,
42,2019-11-22,100:206,144:126,private_transport,13.0,
42,2019-11-22,100:206,159:127,bus,18.0,
42,2019-11-22,100:206,159:127,private_transport,53.0,
42,2019-11-22,100:206,61:413,private_transport,52.0,119.0
42,2019-11-22,100:206,83:108,bus,37.0,10.0
42,2019-11-22,100:206,83:108,private_transport,11.0,
42,2019-11-22,101:205,101:205,bus,15.0,19.0
42,2019-11-22,101:205,101:205,microtrip,43.0,60.0
42,2019-11-22,101:205,101:205,private_transport,,21.0
42,2019-11-22,101:205,129:141,bus,,20.0
42,2019-11-22,101:205,129:141,microtrip,88.0,91.0
42,2019-11-22,101:205,129:141,private_transport,,29.0
42,2019-11-22,101:205,143:143,microtrip,,10.0
42,2019-11-22,101:205,159:127,bus,13.0,
42,2019-11-22,101:205,61:413,private_transport,,35.0
42,2019-11-22,101:205,83:108,microtrip,46.0,73.0
42,2019-11-22,101:205,108:170,bus,,13.0
42,2019-11-22,101:205,108:170,microtrip,66.0,114.0
42,2019-11-22,101:205,108:170,private_transport,,13.0
42,2019-11-22,101:205,109:169,microtrip,,12.0
42,2019-11-22,101:205,111:167,bus,,25.0
42,2019-11-22,101:205,111:167,private_transport,,24.0
42,2019-11-22,101:205,120:166,microtrip,,11.0
42,2019-11-22,101:205,126:160,microtrip,31.0,35.0
42,2019-11-22,101:205,130:140,bus,,12.0
42,2019-11-22,101:205,130:140,microtrip,27.0,32.0
42,2019-11-22,101:205,134:136,bus,,13.0
42,2019-11-22,101:205,138:148,bus,,12.0
42,2019-11-22,101:205,140:146,private_transport,,11.0
42,2019-11-22,101:205,145:125,microtrip,11.0,
42,2019-11-22,101:205,146:124,bus,31.0,21.0
42,2019-11-22,101:205,146:124,microtrip,17.0,36.0
42,2019-11-22,101:205,146:124,private_transport,19.0,28.0
42,2019-11-22,101:205,151:119,microtrip,42.0,88.0
42,2019-11-22,101:205,152:134,microtrip,30.0,53.0
42,2019-11-22,101:205,152:134,private_transport,,13.0
42,2019-11-22,101:205,153:133,microtrip,21.0,
42,2019-11-22,101:205,154:132,bus,,38.0
42,2019-11-22,101:205,154:132,microtrip,68.0,114.0
42,2019-11-22,101:205,154:132,private_transport,,27.0
42,2019-11-22,101:205,155:131,microtrip,12.0,
42,2019-11-22,101:205,156:130,bus,,11.0
42,2019-11-22,101:205,156:130,microtrip,,21.0
42,2019-11-22,101:205,156:130,private_transport,,10.0
42,2019-11-22,101:205,157:129,private_transport,,21.0
42,2019-11-22,101:205,158:128,bus,10.0,11.0
42,2019-11-22,101:205,158:128,private_transport,,13.0
42,2019-11-22,101:205,160:110,microtrip,30.0,62.0
42,2019-11-22,101:205,32:532,private_transport,10.0,
42,2019-11-22,101:205,37:537,private_transport,,18.0
42,2019-11-22,101:205,50:412,private_transport,29.0,
42,2019-11-22,101:205,59:324,private_transport,,29.0
42,2019-11-22,101:205,62:307,bus,,21.0
42,2019-11-22,101:205,62:307,private_transport,,13.0
42,2019-11-22,101:205,64:306,private_transport,,27.0
42,2019-11-22,101:205,76:314,bus,,11.0
42,2019-11-22,101:205,76:314,private_transport,,34.0
42,2019-11-22,101:205,82:418,private_transport,,17.0
42,2019-11-22,101:205,87:104,microtrip,,16.0
42,2019-11-22,101:205,89:118,bus,,16.0
42,2019-11-22,101:205,89:118,microtrip,35.0,50.0
