ProjectID,Date,Origin,Destination,Modo,A,B1,B2,C1,C2,DE,NSEG
42,2019-11-17,0:500,106:208,private_transport,,,17.0,,,,
42,2019-11-17,0:500,107:207,private_transport,,,51.0,,,,
42,2019-11-17,0:500,112:158,private_transport,,,58.0,,,,
42,2019-11-17,0:500,57:310,private_transport,,,23.0,,,,
42,2019-11-17,100:206,107:207,private_transport,,,,15.0,,,13.0
42,2019-11-17,100:206,57:310,private_transport,,,43.0,,,,
42,2019-11-17,100:206,100:206,bus,,,,,13.0,,
42,2019-11-17,100:206,100:206,private_transport,,,22.0,,12.0,,15.0
42,2019-11-17,100:206,109:169,private_transport,,,,,,13.0,
42,2019-11-17,100:206,113:157,private_transport,,,,,,,17.0
42,2019-11-17,100:206,143:143,bus,,,13.0,,,,15.0
42,2019-11-17,100:206,143:143,private_transport,,,15.0,,11.0,,28.0
42,2019-11-17,100:206,144:126,private_transport,,,15.0,,,,
42,2019-11-17,100:206,148:122,bus,,,,11.0,,,
42,2019-11-17,100:206,148:122,private_transport,,,,15.0,,,
42,2019-11-17,100:206,150:120,private_transport,,,,11.0,,,
42,2019-11-17,100:206,159:127,bus,,,,,,,11.0
42,2019-11-17,100:206,159:127,private_transport,,,39.0,,32.0,,17.0
42,2019-11-17,100:206,276:144,private_transport,,,,,,10.0,
42,2019-11-17,100:206,34:534,private_transport,,,,,,,38.0
42,2019-11-17,100:206,50:412,private_transport,,,,38.0,,,
42,2019-11-17,100:206,58:303,bus,,10.0,,,,,
42,2019-11-17,100:206,58:303,private_transport,,36.0,,,,38.0,
42,2019-11-17,100:206,61:413,private_transport,40.0,,38.0,,,,48.0
42,2019-11-17,100:206,83:108,private_transport,,,,,,,11.0
42,2019-11-17,100:206,93:114,private_transport,,,,,,12.0,
42,2019-11-17,100:206,95:112,private_transport,,,,,,,19.0
42,2019-11-17,100:206,98:217,private_transport,,,,,,12.0,
42,2019-11-17,101:205,107:207,private_transport,,,,13.0,,,
42,2019-11-17,101:205,100:206,private_transport,,,,11.0,,,12.0
42,2019-11-17,101:205,109:169,microtrip,,,11.0,,,,
42,2019-11-17,101:205,109:169,private_transport,,,16.0,,,,
42,2019-11-17,101:205,159:127,private_transport,,,,,,,16.0
42,2019-11-17,101:205,50:412,private_transport,,,15.0,56.0,,,14.0
42,2019-11-17,101:205,58:303,bus,,10.0,,,,,
42,2019-11-17,101:205,61:413,private_transport,,,,24.0,,,
42,2019-11-17,101:205,83:108,microtrip,,,25.0,64.0,10.0,,15.0
42,2019-11-17,101:205,101:205,bus,,,,17.0,,,
42,2019-11-17,101:205,101:205,microtrip,,,17.0,71.0,,11.0,27.0
42,2019-11-17,101:205,101:205,private_transport,,,18.0,,,,
42,2019-11-17,101:205,103:203,private_transport,,,,15.0,,,
42,2019-11-17,101:205,104:202,private_transport,,,,31.0,,,
42,2019-11-17,101:205,108:170,microtrip,,,26.0,47.0,11.0,,
42,2019-11-17,101:205,108:170,private_transport,,,,16.0,,,
42,2019-11-17,101:205,110:168,private_transport,,,,38.0,,,
42,2019-11-17,101:205,111:167,private_transport,,,,12.0,,,
42,2019-11-17,101:205,116:154,private_transport,,,11.0,,,,
42,2019-11-17,101:205,120:166,microtrip,,,10.0,14.0,12.0,,
42,2019-11-17,101:205,120:166,private_transport,,,,24.0,,,
42,2019-11-17,101:205,126:160,bus,,,,10.0,,,
42,2019-11-17,101:205,126:160,microtrip,,,,17.0,,,
42,2019-11-17,101:205,126:160,private_transport,,,,13.0,,,
