,Date,Destination,Distance,Modo,Origin,ProjectID,Trips
0,2019-11-10,141:145,0_5,bus,141:145,42,
1,2019-11-10,104:202,5_10,bus,104:202,42,
2,2019-11-10,104:202,5_10,bus,111:167,42,
3,2019-11-10,109:169,5_10,bus,149:121,42,
4,2019-11-10,109:169,5_10,bus,98:217,42,
5,2019-11-10,111:167,5_10,bus,104:202,42,
6,2019-11-10,111:167,5_10,bus,111:167,42,
7,2019-11-10,111:167,5_10,bus,138:148,42,
8,2019-11-10,116:154,5_10,bus,118:152,42,
9,2019-11-10,116:154,5_10,bus,119:151,42,
10,2019-11-10,116:154,5_10,bus,136:150,42,
11,2019-11-10,118:152,5_10,bus,118:152,42,11.0
12,2019-11-10,118:152,5_10,bus,119:151,42,
13,2019-11-10,118:152,5_10,bus,126:160,42,10.0
14,2019-11-10,118:152,5_10,bus,135:135,42,
15,2019-11-10,118:152,5_10,bus,136:150,42,
16,2019-11-10,118:152,5_10,bus,140:146,42,
17,2019-11-10,119:151,5_10,bus,116:154,42,
18,2019-11-10,119:151,5_10,bus,134:136,42,
19,2019-11-10,119:151,5_10,bus,135:135,42,
20,2019-11-10,120:166,5_10,bus,120:166,42,
21,2019-11-10,122:164,5_10,bus,109:169,42,14.0
22,2019-11-10,122:164,5_10,bus,110:168,42,
23,2019-11-10,122:164,5_10,bus,98:217,42,
24,2019-11-10,123:163,5_10,bus,109:169,42,
25,2019-11-10,123:163,5_10,bus,276:144,42,
26,2019-11-10,123:163,5_10,bus,98:217,42,
27,2019-11-10,126:160,5_10,bus,111:167,42,
28,2019-11-10,126:160,5_10,bus,126:160,42,
29,2019-11-10,126:160,5_10,bus,148:122,42,
30,2019-11-10,127:159,5_10,bus,109:169,42,
31,2019-11-10,127:159,5_10,bus,98:217,42,
32,2019-11-10,134:136,5_10,bus,126:160,42,
33,2019-11-10,134:136,5_10,bus,135:135,42,
34,2019-11-10,134:136,5_10,bus,90:117,42,
35,2019-11-10,136:150,5_10,bus,135:135,42,
36,2019-11-10,137:149,5_10,bus,137:149,42,10.0
37,2019-11-10,138:148,5_10,bus,111:167,42,
38,2019-11-10,139:147,5_10,bus,118:152,42,
39,2019-11-10,139:147,5_10,bus,119:151,42,
40,2019-11-10,139:147,5_10,bus,126:160,42,18.0
41,2019-11-10,139:147,5_10,bus,136:150,42,
42,2019-11-10,139:147,5_10,bus,160:110,42,
43,2019-11-10,139:147,5_10,bus,90:117,42,
44,2019-11-10,140:146,5_10,bus,126:160,42,23.0
45,2019-11-10,140:146,5_10,bus,135:135,42,
46,2019-11-10,140:146,5_10,bus,160:110,42,
47,2019-11-10,140:146,5_10,bus,90:117,42,
48,2019-11-10,140:146,5_10,bus,97:102,42,
49,2019-11-10,141:145,5_10,bus,126:160,42,21.0
50,2019-11-10,141:145,5_10,bus,135:135,42,10.0
51,2019-11-10,141:145,5_10,bus,160:110,42,
52,2019-11-10,141:145,5_10,bus,90:117,42,
53,2019-11-10,141:145,5_10,bus,97:102,42,
54,2019-11-10,145:125,5_10,bus,116:154,42,
55,2019-11-10,145:125,5_10,bus,126:160,42,
56,2019-11-10,145:125,5_10,bus,134:136,42,13.0
57,2019-11-10,145:125,5_10,bus,135:135,42,12.0
58,2019-11-10,145:125,5_10,bus,139:147,42,
59,2019-11-10,149:121,5_10,bus,149:121,42,
60,2019-11-10,150:120,5_10,bus,148:122,42,
61,2019-11-10,155:131,5_10,bus,116:154,42,
62,2019-11-10,155:131,5_10,bus,134:136,42,
63,2019-11-10,155:131,5_10,bus,135:135,42,
64,2019-11-10,158:128,5_10,bus,126:160,42,
65,2019-11-10,87:104,5_10,bus,144:126,42,
66,2019-11-10,87:104,5_10,bus,87:104,42,19.0
67,2019-11-10,87:104,5_10,bus,91:116,42,
68,2019-11-10,87:104,5_10,bus,92:115,42,
69,2019-11-10,90:117,5_10,bus,126:160,42,
70,2019-11-10,90:117,5_10,bus,148:122,42,
71,2019-11-10,92:115,5_10,bus,144:126,42,
72,2019-11-10,92:115,5_10,bus,87:104,42,14.0
73,2019-11-10,92:115,5_10,bus,91:116,42,11.0
74,2019-11-10,93:114,5_10,bus,109:169,42,10.0
75,2019-11-10,93:114,5_10,bus,276:144,42,
76,2019-11-10,93:114,5_10,bus,90:117,42,
77,2019-11-10,93:114,5_10,bus,94:113,42,
78,2019-11-10,93:114,5_10,bus,98:217,42,12.0
79,2019-11-10,94:113,5_10,bus,109:169,42,
80,2019-11-10,94:113,5_10,bus,276:144,42,
81,2019-11-10,94:113,5_10,bus,98:217,42,14.0
82,2019-11-10,95:112,5_10,bus,118:152,42,
83,2019-11-10,95:112,5_10,bus,119:151,42,
84,2019-11-10,95:112,5_10,bus,136:150,42,
85,2019-11-10,97:102,5_10,bus,109:169,42,
86,2019-11-10,97:102,5_10,bus,98:217,42,
87,2019-11-10,101:205,10_15,bus,123:163,42,
88,2019-11-10,101:205,10_15,bus,134:136,42,
89,2019-11-10,101:205,10_15,bus,141:145,42,
90,2019-11-10,101:205,10_15,bus,145:125,42,10.0
91,2019-11-10,101:205,10_15,bus,155:131,42,
92,2019-11-10,101:205,10_15,bus,93:114,42,
93,2019-11-10,101:205,10_15,bus,94:113,42,
94,2019-11-10,102:204,10_15,bus,145:125,42,
95,2019-11-10,102:204,10_15,bus,155:131,42,
96,2019-11-10,103:203,10_15,bus,134:136,42,
97,2019-11-10,103:203,10_15,bus,135:135,42,
98,2019-11-10,103:203,10_15,bus,137:149,42,
99,2019-11-10,109:169,10_15,bus,109:169,42,12.0
100,2019-11-10,109:169,10_15,bus,98:217,42,
101,2019-11-10,109:169,10_15,bus,99:101,42,
102,2019-11-10,110:168,10_15,bus,109:169,42,
103,2019-11-10,110:168,10_15,bus,110:168,42,
104,2019-11-10,110:168,10_15,bus,276:144,42,
105,2019-11-10,110:168,10_15,bus,93:114,42,
106,2019-11-10,110:168,10_15,bus,94:113,42,
107,2019-11-10,110:168,10_15,bus,98:217,42,
108,2019-11-10,111:167,10_15,bus,111:167,42,29.0
109,2019-11-10,111:167,10_15,bus,127:159,42,
110,2019-11-10,111:167,10_15,bus,138:148,42,
111,2019-11-10,111:167,10_15,bus,152:134,42,
112,2019-11-10,111:167,10_15,bus,153:133,42,10.0
113,2019-11-10,111:167,10_15,bus,154:132,42,10.0
114,2019-11-10,113:157,10_15,bus,113:157,42,
115,2019-11-10,113:157,10_15,bus,117:153,42,
116,2019-11-10,113:157,10_15,bus,131:139,42,
117,2019-11-10,113:157,10_15,bus,132:138,42,
118,2019-11-10,113:157,10_15,bus,95:112,42,12.0
119,2019-11-10,115:155,10_15,bus,115:155,42,20.0
120,2019-11-10,115:155,10_15,bus,116:154,42,
121,2019-11-10,115:155,10_15,bus,125:161,42,
122,2019-11-10,115:155,10_15,bus,135:135,42,
123,2019-11-10,115:155,10_15,bus,159:127,42,
124,2019-11-10,115:155,10_15,bus,95:112,42,
125,2019-11-10,116:154,10_15,bus,115:155,42,
126,2019-11-10,117:153,10_15,bus,113:157,42,
127,2019-11-10,117:153,10_15,bus,95:112,42,
128,2019-11-10,118:152,10_15,bus,120:166,42,
129,2019-11-10,118:152,10_15,bus,136:150,42,
130,2019-11-10,118:152,10_15,bus,141:145,42,
131,2019-11-10,119:151,10_15,bus,120:166,42,
132,2019-11-10,119:151,10_15,bus,136:150,42,
133,2019-11-10,119:151,10_15,bus,140:146,42,
134,2019-11-10,119:151,10_15,bus,141:145,42,
135,2019-11-10,120:166,10_15,bus,120:166,42,11.0
136,2019-11-10,120:166,10_15,bus,141:145,42,
137,2019-11-10,120:166,10_15,bus,145:125,42,
138,2019-11-10,120:166,10_15,bus,99:101,42,
139,2019-11-10,122:164,10_15,bus,91:116,42,
140,2019-11-10,122:164,10_15,bus,92:115,42,
141,2019-11-10,123:163,10_15,bus,92:115,42,
142,2019-11-10,124:162,10_15,bus,95:112,42,
143,2019-11-10,125:161,10_15,bus,115:155,42,
144,2019-11-10,125:161,10_15,bus,125:161,42,
145,2019-11-10,125:161,10_15,bus,159:127,42,
146,2019-11-10,125:161,10_15,bus,95:112,42,
147,2019-11-10,126:160,10_15,bus,108:170,42,
148,2019-11-10,126:160,10_15,bus,88:103,42,
149,2019-11-10,126:160,10_15,bus,92:115,42,
150,2019-11-10,126:160,10_15,bus,97:102,42,10.0
151,2019-11-10,129:141,10_15,bus,109:169,42,
152,2019-11-10,129:141,10_15,bus,123:163,42,
153,2019-11-10,129:141,10_15,bus,155:131,42,
154,2019-11-10,129:141,10_15,bus,156:130,42,
155,2019-11-10,129:141,10_15,bus,91:116,42,
156,2019-11-10,129:141,10_15,bus,93:114,42,12.0
157,2019-11-10,129:141,10_15,bus,94:113,42,13.0
158,2019-11-10,130:140,10_15,bus,155:131,42,
159,2019-11-10,130:140,10_15,bus,156:130,42,
160,2019-11-10,130:140,10_15,bus,91:116,42,
161,2019-11-10,131:139,10_15,bus,113:157,42,
162,2019-11-10,131:139,10_15,bus,135:135,42,10.0
163,2019-11-10,131:139,10_15,bus,95:112,42,
164,2019-11-10,132:138,10_15,bus,113:157,42,11.0
165,2019-11-10,132:138,10_15,bus,95:112,42,
166,2019-11-10,133:137,10_15,bus,144:126,42,
167,2019-11-10,133:137,10_15,bus,159:127,42,10.0
168,2019-11-10,134:136,10_15,bus,137:149,42,
169,2019-11-10,134:136,10_15,bus,159:127,42,
170,2019-11-10,134:136,10_15,bus,160:110,42,
171,2019-11-10,134:136,10_15,bus,91:116,42,
172,2019-11-10,134:136,10_15,bus,92:115,42,
173,2019-11-10,135:135,10_15,bus,115:155,42,
174,2019-11-10,135:135,10_15,bus,137:149,42,
175,2019-11-10,135:135,10_15,bus,159:127,42,
176,2019-11-10,136:150,10_15,bus,120:166,42,
177,2019-11-10,136:150,10_15,bus,136:150,42,
178,2019-11-10,136:150,10_15,bus,141:145,42,
179,2019-11-10,136:150,10_15,bus,99:101,42,
180,2019-11-10,137:149,10_15,bus,137:149,42,12.0
181,2019-11-10,137:149,10_15,bus,159:127,42,
182,2019-11-10,138:148,10_15,bus,111:167,42,
183,2019-11-10,138:148,10_15,bus,137:149,42,
184,2019-11-10,139:147,10_15,bus,137:149,42,11.0
185,2019-11-10,139:147,10_15,bus,148:122,42,
186,2019-11-10,140:146,10_15,bus,120:166,42,
187,2019-11-10,140:146,10_15,bus,124:162,42,
188,2019-11-10,140:146,10_15,bus,137:149,42,
189,2019-11-10,140:146,10_15,bus,141:145,42,
190,2019-11-10,140:146,10_15,bus,148:122,42,
191,2019-11-10,140:146,10_15,bus,159:127,42,
192,2019-11-10,140:146,10_15,bus,99:101,42,
193,2019-11-10,141:145,10_15,bus,111:167,42,
194,2019-11-10,141:145,10_15,bus,124:162,42,10.0
195,2019-11-10,141:145,10_15,bus,137:149,42,
196,2019-11-10,141:145,10_15,bus,148:122,42,13.0
197,2019-11-10,141:145,10_15,bus,159:127,42,
198,2019-11-10,141:145,10_15,bus,99:101,42,
199,2019-11-10,144:126,10_15,bus,137:149,42,
200,2019-11-10,144:126,10_15,bus,144:126,42,
201,2019-11-10,144:126,10_15,bus,159:127,42,12.0
202,2019-11-10,145:125,10_15,bus,160:110,42,
203,2019-11-10,145:125,10_15,bus,91:116,42,
204,2019-11-10,145:125,10_15,bus,92:115,42,10.0
205,2019-11-10,146:124,10_15,bus,134:136,42,
206,2019-11-10,146:124,10_15,bus,141:145,42,
207,2019-11-10,146:124,10_15,bus,145:125,42,18.0
208,2019-11-10,146:124,10_15,bus,155:131,42,
