ProjectID,Date,Origin,Destination,Modo,Gender,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
42,2019-11-10,100:206,100:206,bus,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-10,100:206,100:206,private_transport,F,,,,,,,,,,,,,,,12.0,,,,,,,,,
42,2019-11-10,100:206,109:169,bus,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-10,100:206,109:169,private_transport,F,,,,,,,,,,,,,,,,,,12.0,,,,,,
42,2019-11-10,100:206,128:142,private_transport,F,,,,,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-10,100:206,143:143,bus,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-10,100:206,143:143,private_transport,F,,,,,,,,,,,,,11.0,,,,,11.0,,,15.0,,,
42,2019-11-10,100:206,83:108,bus,F,,,,,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-10,101:205,83:108,private_transport,F,,,,,,,,,,,,,,,,,,30.0,,,,,,
42,2019-11-10,101:205,108:170,microtrip,F,10.0,,,,10.0,,,,,,,11.0,,,,,,,,,,,,
42,2019-11-10,101:205,110:168,bus,F,,,,,,,,,,,,,,,,14.0,,,,,,,,
42,2019-11-10,101:205,110:168,private_transport,F,,11.0,,,,,,,,,,,,,,18.0,,,,,,,,
42,2019-11-10,101:205,120:166,microtrip,F,,,,,,,,,,,10.0,,,,,,,,,,,,,
42,2019-11-10,101:205,129:141,microtrip,F,,,,,,,,,10.0,,10.0,,,,,,,,,,13.0,,,
42,2019-11-10,101:205,129:141,private_transport,F,,,13.0,,,,,,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,130:140,private_transport,F,,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-10,101:205,146:124,private_transport,F,,,,,,,,,,,,21.0,,,,,,,,13.0,,,,
42,2019-11-10,101:205,151:119,microtrip,F,10.0,,,,,,,,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,154:132,microtrip,F,,,,,,,,,,,11.0,,,,,,,,10.0,,,,,
42,2019-11-10,101:205,159:127,bus,F,,,,,,,,,,,,10.0,,,,,,,,,,,,
42,2019-11-10,101:205,25:525,private_transport,F,,,,,,,,,,,11.0,,,,,,,,,,,,,
42,2019-11-10,101:205,45:319,private_transport,F,,,,,,14.0,,,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,51:308,private_transport,F,,,,,,,,,,,,28.0,,,,,,,,,,,,
42,2019-11-10,101:205,56:416,private_transport,F,,,,,,,,,,,,,,,,,,14.0,,,,,,
42,2019-11-10,101:205,57:310,private_transport,F,,,,,,,,,,,,,,,,,,20.0,,,,,,
42,2019-11-10,101:205,64:306,private_transport,F,,12.0,,,,,,,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,89:118,microtrip,F,,,,,,,,,,,,,10.0,,,,,,,,,,,
42,2019-11-10,101:205,98:217,bus,F,,,,,,,,11.0,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,98:217,private_transport,F,,,,,,,,10.0,,,,,,,,,,,,,,,,
42,2019-11-10,101:205,9:509,private_transport,F,,,,,,,,,,10.0,,,40.0,21.0,,,,,,,,,,
42,2019-11-10,102:204,120:166,microtrip,F,,,,,,,,,,,,,,,,,,11.0,,,,10.0,,
42,2019-11-10,102:204,146:124,private_transport,F,,,,,,,,,,,,14.0,,,,,,,,,,,,
42,2019-11-10,102:204,159:127,private_transport,F,,,,,,,,,,,,,,12.0,,,,,,,,,,
42,2019-11-10,102:204,25:525,private_transport,F,,,,,,,,,,,11.0,,,,,,,,,,,,,
42,2019-11-10,102:204,45:319,private_transport,F,,,,,15.0,,,,,,,,,,,,,,,,,,,
42,2019-11-10,102:204,56:416,private_transport,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
42,2019-11-10,102:204,57:310,private_transport,F,,,,,,,,,,,,,,,,,,19.0,,,,,,
42,2019-11-10,102:204,145:125,microtrip,F,,,,,,,,,,,,,,,11.0,,,,,,,,,
42,2019-11-10,102:204,50:412,private_transport,F,,,,,,,,,,,,,,,,10.0,,,,,,,,
42,2019-11-10,103:203,109:169,private_transport,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-10,103:203,110:168,private_transport,F,,,,,,,,,,,,,,,61.0,,,,,,,,,
42,2019-11-10,103:203,154:132,private_transport,F,,,,,,,,,,,,,,,14.0,,,,,,,,,
42,2019-11-10,103:203,25:525,private_transport,F,,,,,,,,,,,,,,,,,39.0,,,,,,,
42,2019-11-10,103:203,45:319,private_transport,F,,,,,,,,,,,,,52.0,,,,,,10.0,,,,,
42,2019-11-10,103:203,64:306,private_transport,F,,,,,,,,,,,,,,,10.0,,,,,,,,,
42,2019-11-10,103:203,89:118,private_transport,F,,,,,,,,,,,,,,,,,,11.0,,,,,,
