ProjectID,Date,Origin,Destination,Modo,false,true
42,2020-03-03,0:500,58:303,private_transport,97.0,
42,2020-03-03,0:500,62:307,private_transport,117.0,
42,2020-03-03,100:206,58:303,bus,,10.0
42,2020-03-03,100:206,58:303,private_transport,,13.0
42,2020-03-03,100:206,100:206,bus,100.0,
42,2020-03-03,100:206,100:206,private_transport,56.0,
42,2020-03-03,100:206,101:205,bus,12.0,
42,2020-03-03,100:206,103:203,private_transport,,23.0
42,2020-03-03,100:206,104:202,private_transport,10.0,
42,2020-03-03,100:206,107:207,bus,64.0,
42,2020-03-03,100:206,107:207,private_transport,52.0,
42,2020-03-03,100:206,109:169,private_transport,14.0,
42,2020-03-03,100:206,110:168,bus,15.0,
42,2020-03-03,100:206,110:168,private_transport,20.0,
42,2020-03-03,100:206,121:165,private_transport,,14.0
42,2020-03-03,100:206,122:164,private_transport,11.0,
42,2020-03-03,100:206,128:142,bus,34.0,
42,2020-03-03,100:206,128:142,private_transport,11.0,
42,2020-03-03,100:206,140:146,bus,19.0,
42,2020-03-03,100:206,141:145,bus,12.0,
42,2020-03-03,100:206,141:145,private_transport,24.0,
42,2020-03-03,100:206,143:143,bus,67.0,
42,2020-03-03,100:206,143:143,private_transport,45.0,19.0
42,2020-03-03,100:206,148:122,bus,10.0,
42,2020-03-03,100:206,151:119,private_transport,11.0,
42,2020-03-03,100:206,154:132,private_transport,16.0,
42,2020-03-03,100:206,157:129,private_transport,,13.0
42,2020-03-03,100:206,158:128,private_transport,,11.0
42,2020-03-03,100:206,50:412,private_transport,,50.0
42,2020-03-03,100:206,56:416,private_transport,50.0,
42,2020-03-03,100:206,61:413,private_transport,52.0,
42,2020-03-03,100:206,76:314,bus,47.0,
42,2020-03-03,100:206,76:314,private_transport,30.0,
42,2020-03-03,100:206,78:302,private_transport,16.0,
42,2020-03-03,100:206,83:108,bus,77.0,24.0
42,2020-03-03,100:206,83:108,private_transport,35.0,10.0
42,2020-03-03,100:206,98:217,bus,11.0,13.0
42,2020-03-03,101:205,62:307,bus,,27.0
42,2020-03-03,101:205,62:307,private_transport,,50.0
42,2020-03-03,101:205,100:206,private_transport,35.0,10.0
42,2020-03-03,101:205,101:205,bus,36.0,21.0
42,2020-03-03,101:205,101:205,microtrip,121.0,36.0
42,2020-03-03,101:205,101:205,private_transport,27.0,14.0
42,2020-03-03,101:205,104:202,private_transport,26.0,
42,2020-03-03,101:205,107:207,private_transport,17.0,
42,2020-03-03,101:205,109:169,private_transport,15.0,
42,2020-03-03,101:205,110:168,bus,30.0,
42,2020-03-03,101:205,110:168,private_transport,63.0,
42,2020-03-03,101:205,121:165,bus,15.0,
42,2020-03-03,101:205,122:164,bus,19.0,
42,2020-03-03,101:205,122:164,microtrip,11.0,
42,2020-03-03,101:205,128:142,private_transport,11.0,
42,2020-03-03,101:205,141:145,microtrip,21.0,
42,2020-03-03,101:205,143:143,bus,19.0,
42,2020-03-03,101:205,143:143,private_transport,17.0,
42,2020-03-03,101:205,151:119,bus,17.0,42.0
42,2020-03-03,101:205,151:119,microtrip,225.0,86.0
42,2020-03-03,101:205,151:119,private_transport,,25.0
42,2020-03-03,101:205,154:132,bus,37.0,
42,2020-03-03,101:205,154:132,microtrip,240.0,121.0
42,2020-03-03,101:205,154:132,private_transport,19.0,
42,2020-03-03,101:205,157:129,bus,,11.0
42,2020-03-03,101:205,158:128,microtrip,15.0,
42,2020-03-03,101:205,50:412,private_transport,65.0,11.0
42,2020-03-03,101:205,56:416,private_transport,19.0,
42,2020-03-03,101:205,61:413,private_transport,25.0,
42,2020-03-03,101:205,76:314,bus,14.0,
42,2020-03-03,101:205,76:314,private_transport,51.0,
42,2020-03-03,101:205,83:108,bus,37.0,19.0
42,2020-03-03,101:205,83:108,microtrip,130.0,60.0
42,2020-03-03,101:205,83:108,private_transport,54.0,13.0
42,2020-03-03,101:205,98:217,bus,18.0,
42,2020-03-03,101:205,102:204,bus,13.0,
42,2020-03-03,101:205,102:204,microtrip,10.0,
42,2020-03-03,101:205,102:204,private_transport,10.0,
42,2020-03-03,101:205,108:170,bus,13.0,
42,2020-03-03,101:205,108:170,microtrip,234.0,72.0
42,2020-03-03,101:205,108:170,private_transport,11.0,
42,2020-03-03,101:205,111:167,bus,44.0,
42,2020-03-03,101:205,111:167,private_transport,56.0,
42,2020-03-03,101:205,116:154,bus,,12.0
42,2020-03-03,101:205,118:152,bus,10.0,
42,2020-03-03,101:205,120:166,microtrip,26.0,
42,2020-03-03,101:205,126:160,bus,39.0,
42,2020-03-03,101:205,126:160,microtrip,69.0,16.0
42,2020-03-03,101:205,126:160,private_transport,33.0,
