,Date,Destination,Modo,Origin,ProjectID,Speed,Trips
0,2020-03-15,109:169,bus,109:169,42,20_30,
1,2020-03-15,109:169,bus,128:142,42,20_30,
2,2020-03-15,109:169,bus,83:108,42,20_30,
3,2020-03-15,109:169,bus,98:217,42,20_30,
4,2020-03-15,128:142,bus,109:169,42,20_30,
5,2020-03-15,128:142,bus,83:108,42,20_30,
6,2020-03-15,128:142,bus,98:217,42,20_30,
7,2020-03-15,129:141,bus,129:141,42,20_30,11.0
8,2020-03-15,143:143,bus,83:108,42,20_30,
9,2020-03-15,143:143,bus,98:217,42,20_30,
10,2020-03-15,151:119,bus,129:141,42,20_30,
11,2020-03-15,152:134,bus,129:141,42,20_30,
12,2020-03-15,154:132,bus,101:205,42,20_30,13.0
13,2020-03-15,154:132,bus,129:141,42,20_30,19.0
14,2020-03-15,154:132,bus,89:118,42,20_30,
15,2020-03-15,83:108,bus,109:169,42,20_30,
16,2020-03-15,83:108,bus,128:142,42,20_30,
17,2020-03-15,83:108,bus,143:143,42,20_30,
18,2020-03-15,83:108,bus,83:108,42,20_30,
19,2020-03-15,83:108,bus,98:217,42,20_30,
20,2020-03-15,89:118,bus,101:205,42,20_30,10.0
21,2020-03-15,89:118,bus,129:141,42,20_30,15.0
22,2020-03-15,89:118,bus,89:118,42,20_30,
23,2020-03-15,98:217,bus,109:169,42,20_30,
24,2020-03-15,98:217,bus,128:142,42,20_30,
25,2020-03-15,98:217,bus,143:143,42,20_30,
26,2020-03-15,98:217,bus,83:108,42,20_30,10.0
27,2020-03-15,98:217,bus,98:217,42,20_30,
28,2020-03-15,100:206,bus,100:206,42,30_40,
29,2020-03-15,100:206,bus,101:205,42,30_40,
30,2020-03-15,100:206,bus,107:207,42,30_40,
31,2020-03-15,100:206,bus,109:169,42,30_40,
32,2020-03-15,100:206,bus,128:142,42,30_40,
33,2020-03-15,100:206,bus,129:141,42,30_40,
34,2020-03-15,100:206,bus,143:143,42,30_40,
35,2020-03-15,100:206,bus,83:108,42,30_40,
36,2020-03-15,100:206,bus,85:106,42,30_40,
37,2020-03-15,100:206,bus,89:118,42,30_40,
38,2020-03-15,100:206,bus,90:117,42,30_40,
39,2020-03-15,100:206,bus,98:217,42,30_40,
40,2020-03-15,101:205,bus,101:205,42,30_40,
41,2020-03-15,101:205,bus,102:204,42,30_40,
42,2020-03-15,101:205,bus,109:169,42,30_40,
43,2020-03-15,101:205,bus,127:159,42,30_40,
44,2020-03-15,101:205,bus,128:142,42,30_40,11.0
45,2020-03-15,101:205,bus,129:141,42,30_40,25.0
46,2020-03-15,101:205,bus,134:136,42,30_40,
47,2020-03-15,101:205,bus,135:135,42,30_40,10.0
48,2020-03-15,101:205,bus,138:148,42,30_40,
49,2020-03-15,101:205,bus,143:143,42,30_40,
50,2020-03-15,101:205,bus,146:124,42,30_40,
51,2020-03-15,101:205,bus,151:119,42,30_40,
52,2020-03-15,101:205,bus,152:134,42,30_40,
53,2020-03-15,101:205,bus,153:133,42,30_40,
54,2020-03-15,101:205,bus,154:132,42,30_40,
55,2020-03-15,101:205,bus,155:131,42,30_40,10.0
56,2020-03-15,101:205,bus,83:108,42,30_40,
57,2020-03-15,101:205,bus,85:106,42,30_40,
58,2020-03-15,101:205,bus,86:105,42,30_40,
59,2020-03-15,101:205,bus,87:104,42,30_40,
60,2020-03-15,101:205,bus,89:118,42,30_40,11.0
61,2020-03-15,101:205,bus,98:217,42,30_40,
62,2020-03-15,101:205,bus,99:101,42,30_40,
63,2020-03-15,102:204,bus,101:205,42,30_40,11.0
64,2020-03-15,102:204,bus,120:166,42,30_40,
65,2020-03-15,102:204,bus,129:141,42,30_40,
66,2020-03-15,102:204,bus,146:124,42,30_40,13.0
67,2020-03-15,102:204,bus,152:134,42,30_40,
68,2020-03-15,102:204,bus,99:101,42,30_40,
69,2020-03-15,103:203,bus,137:149,42,30_40,
70,2020-03-15,103:203,bus,159:127,42,30_40,10.0
71,2020-03-15,104:202,bus,104:202,42,30_40,
72,2020-03-15,104:202,bus,110:168,42,30_40,
73,2020-03-15,104:202,bus,111:167,42,30_40,
74,2020-03-15,104:202,bus,145:125,42,30_40,13.0
75,2020-03-15,104:202,bus,147:123,42,30_40,
76,2020-03-15,104:202,bus,155:131,42,30_40,
77,2020-03-15,104:202,bus,87:104,42,30_40,
78,2020-03-15,104:202,bus,91:116,42,30_40,
79,2020-03-15,106:208,bus,107:207,42,30_40,
80,2020-03-15,107:207,bus,100:206,42,30_40,
81,2020-03-15,107:207,bus,101:205,42,30_40,
82,2020-03-15,107:207,bus,106:208,42,30_40,
83,2020-03-15,107:207,bus,107:207,42,30_40,
84,2020-03-15,107:207,bus,108:170,42,30_40,
85,2020-03-15,107:207,bus,109:169,42,30_40,
86,2020-03-15,107:207,bus,112:158,42,30_40,
87,2020-03-15,107:207,bus,121:165,42,30_40,
88,2020-03-15,107:207,bus,128:142,42,30_40,
89,2020-03-15,107:207,bus,129:141,42,30_40,
90,2020-03-15,107:207,bus,143:143,42,30_40,10.0
91,2020-03-15,107:207,bus,151:119,42,30_40,
92,2020-03-15,107:207,bus,157:129,42,30_40,
93,2020-03-15,107:207,bus,83:108,42,30_40,
94,2020-03-15,107:207,bus,85:106,42,30_40,
95,2020-03-15,107:207,bus,90:117,42,30_40,
96,2020-03-15,107:207,bus,98:217,42,30_40,
97,2020-03-15,108:170,bus,110:168,42,30_40,
98,2020-03-15,108:170,bus,99:101,42,30_40,
99,2020-03-15,109:169,bus,100:206,42,30_40,10.0
100,2020-03-15,109:169,bus,107:207,42,30_40,
101,2020-03-15,109:169,bus,109:169,42,30_40,11.0
102,2020-03-15,109:169,bus,110:168,42,30_40,18.0
103,2020-03-15,109:169,bus,122:164,42,30_40,
104,2020-03-15,109:169,bus,123:163,42,30_40,
105,2020-03-15,109:169,bus,126:160,42,30_40,
106,2020-03-15,109:169,bus,127:159,42,30_40,
107,2020-03-15,109:169,bus,128:142,42,30_40,
108,2020-03-15,109:169,bus,129:141,42,30_40,
109,2020-03-15,109:169,bus,130:140,42,30_40,
110,2020-03-15,109:169,bus,143:143,42,30_40,
111,2020-03-15,109:169,bus,149:121,42,30_40,
112,2020-03-15,109:169,bus,150:120,42,30_40,10.0
113,2020-03-15,109:169,bus,153:133,42,30_40,
114,2020-03-15,109:169,bus,154:132,42,30_40,10.0
115,2020-03-15,109:169,bus,159:127,42,30_40,
116,2020-03-15,109:169,bus,276:144,42,30_40,
117,2020-03-15,109:169,bus,83:108,42,30_40,10.0
118,2020-03-15,109:169,bus,93:114,42,30_40,
119,2020-03-15,109:169,bus,94:113,42,30_40,
120,2020-03-15,109:169,bus,97:102,42,30_40,
121,2020-03-15,109:169,bus,98:217,42,30_40,19.0
122,2020-03-15,110:168,bus,104:202,42,30_40,
123,2020-03-15,110:168,bus,109:169,42,30_40,
124,2020-03-15,110:168,bus,110:168,42,30_40,78.0
125,2020-03-15,110:168,bus,111:167,42,30_40,
126,2020-03-15,110:168,bus,122:164,42,30_40,34.0
127,2020-03-15,110:168,bus,123:163,42,30_40,
128,2020-03-15,110:168,bus,126:160,42,30_40,
129,2020-03-15,110:168,bus,127:159,42,30_40,10.0
130,2020-03-15,110:168,bus,134:136,42,30_40,
131,2020-03-15,110:168,bus,145:125,42,30_40,17.0
132,2020-03-15,110:168,bus,147:123,42,30_40,
133,2020-03-15,110:168,bus,149:121,42,30_40,17.0
134,2020-03-15,110:168,bus,150:120,42,30_40,
135,2020-03-15,110:168,bus,155:131,42,30_40,
136,2020-03-15,110:168,bus,156:130,42,30_40,10.0
137,2020-03-15,110:168,bus,159:127,42,30_40,
138,2020-03-15,110:168,bus,160:110,42,30_40,
139,2020-03-15,110:168,bus,93:114,42,30_40,18.0
140,2020-03-15,110:168,bus,94:113,42,30_40,
141,2020-03-15,110:168,bus,96:111,42,30_40,
142,2020-03-15,110:168,bus,97:102,42,30_40,21.0
143,2020-03-15,110:168,bus,98:217,42,30_40,13.0
144,2020-03-15,111:167,bus,104:202,42,30_40,
145,2020-03-15,111:167,bus,110:168,42,30_40,
146,2020-03-15,111:167,bus,111:167,42,30_40,
147,2020-03-15,111:167,bus,116:154,42,30_40,
148,2020-03-15,111:167,bus,117:153,42,30_40,10.0
149,2020-03-15,111:167,bus,118:152,42,30_40,18.0
150,2020-03-15,111:167,bus,139:147,42,30_40,
151,2020-03-15,111:167,bus,145:125,42,30_40,
152,2020-03-15,111:167,bus,149:121,42,30_40,
153,2020-03-15,111:167,bus,150:120,42,30_40,
154,2020-03-15,111:167,bus,156:130,42,30_40,
