,Date,Destination,Modo,Origin,ProjectID,Speed,Trips
0,2020-03-14,101:205,bus,126:160,42,20_30,10.0
1,2020-03-14,109:169,bus,109:169,42,20_30,
2,2020-03-14,109:169,bus,137:149,42,20_30,13.0
3,2020-03-14,109:169,bus,144:126,42,20_30,
4,2020-03-14,109:169,bus,83:108,42,20_30,
5,2020-03-14,109:169,bus,98:217,42,20_30,
6,2020-03-14,110:168,bus,109:169,42,20_30,
7,2020-03-14,110:168,bus,128:142,42,20_30,10.0
8,2020-03-14,110:168,bus,143:143,42,20_30,
9,2020-03-14,110:168,bus,276:144,42,20_30,
10,2020-03-14,110:168,bus,83:108,42,20_30,10.0
11,2020-03-14,110:168,bus,98:217,42,20_30,
12,2020-03-14,111:167,bus,111:167,42,20_30,12.0
13,2020-03-14,118:152,bus,140:146,42,20_30,
14,2020-03-14,118:152,bus,141:145,42,20_30,
15,2020-03-14,119:151,bus,139:147,42,20_30,
16,2020-03-14,119:151,bus,140:146,42,20_30,
17,2020-03-14,119:151,bus,141:145,42,20_30,
18,2020-03-14,122:164,bus,149:121,42,20_30,
19,2020-03-14,128:142,bus,137:149,42,20_30,
20,2020-03-14,129:141,bus,126:160,42,20_30,
21,2020-03-14,129:141,bus,129:141,42,20_30,
22,2020-03-14,129:141,bus,130:140,42,20_30,
23,2020-03-14,129:141,bus,83:108,42,20_30,
24,2020-03-14,130:140,bus,129:141,42,20_30,
25,2020-03-14,130:140,bus,130:140,42,20_30,13.0
26,2020-03-14,130:140,bus,83:108,42,20_30,
27,2020-03-14,136:150,bus,140:146,42,20_30,
28,2020-03-14,136:150,bus,141:145,42,20_30,
29,2020-03-14,140:146,bus,141:145,42,20_30,
30,2020-03-14,143:143,bus,137:149,42,20_30,
31,2020-03-14,149:121,bus,122:164,42,20_30,
32,2020-03-14,149:121,bus,149:121,42,20_30,
33,2020-03-14,149:121,bus,150:120,42,20_30,
34,2020-03-14,150:120,bus,149:121,42,20_30,
35,2020-03-14,83:108,bus,109:169,42,20_30,
36,2020-03-14,83:108,bus,126:160,42,20_30,41.0
37,2020-03-14,83:108,bus,129:141,42,20_30,
38,2020-03-14,83:108,bus,130:140,42,20_30,
39,2020-03-14,83:108,bus,137:149,42,20_30,
40,2020-03-14,83:108,bus,144:126,42,20_30,
41,2020-03-14,83:108,bus,160:110,42,20_30,
42,2020-03-14,83:108,bus,83:108,42,20_30,
43,2020-03-14,83:108,bus,90:117,42,20_30,13.0
44,2020-03-14,83:108,bus,92:115,42,20_30,
45,2020-03-14,83:108,bus,97:102,42,20_30,
46,2020-03-14,83:108,bus,98:217,42,20_30,
47,2020-03-14,98:217,bus,109:169,42,20_30,
48,2020-03-14,98:217,bus,128:142,42,20_30,
49,2020-03-14,98:217,bus,137:149,42,20_30,13.0
50,2020-03-14,98:217,bus,143:143,42,20_30,
51,2020-03-14,98:217,bus,144:126,42,20_30,
52,2020-03-14,98:217,bus,83:108,42,20_30,
53,2020-03-14,98:217,bus,98:217,42,20_30,14.0
54,2020-03-14,100:206,bus,100:206,42,30_40,
55,2020-03-14,100:206,bus,101:205,42,30_40,
56,2020-03-14,100:206,bus,107:207,42,30_40,
57,2020-03-14,100:206,bus,109:169,42,30_40,
58,2020-03-14,100:206,bus,122:164,42,30_40,
59,2020-03-14,100:206,bus,123:163,42,30_40,
60,2020-03-14,100:206,bus,127:159,42,30_40,
61,2020-03-14,100:206,bus,128:142,42,30_40,10.0
62,2020-03-14,100:206,bus,129:141,42,30_40,
63,2020-03-14,100:206,bus,130:140,42,30_40,
64,2020-03-14,100:206,bus,143:143,42,30_40,
65,2020-03-14,100:206,bus,145:125,42,30_40,
66,2020-03-14,100:206,bus,155:131,42,30_40,
67,2020-03-14,100:206,bus,76:314,42,30_40,
68,2020-03-14,100:206,bus,83:108,42,30_40,30.0
69,2020-03-14,100:206,bus,93:114,42,30_40,11.0
70,2020-03-14,100:206,bus,94:113,42,30_40,
71,2020-03-14,100:206,bus,97:102,42,30_40,
72,2020-03-14,100:206,bus,98:217,42,30_40,
73,2020-03-14,101:205,bus,100:206,42,30_40,
74,2020-03-14,101:205,bus,101:205,42,30_40,
75,2020-03-14,101:205,bus,107:207,42,30_40,
76,2020-03-14,101:205,bus,108:170,42,30_40,
77,2020-03-14,101:205,bus,109:169,42,30_40,
78,2020-03-14,101:205,bus,110:168,42,30_40,12.0
79,2020-03-14,101:205,bus,121:165,42,30_40,11.0
80,2020-03-14,101:205,bus,126:160,42,30_40,
81,2020-03-14,101:205,bus,128:142,42,30_40,
82,2020-03-14,101:205,bus,129:141,42,30_40,
83,2020-03-14,101:205,bus,130:140,42,30_40,
84,2020-03-14,101:205,bus,134:136,42,30_40,
85,2020-03-14,101:205,bus,141:145,42,30_40,
