ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
41,2019-11-19,101:205,126:160,bus,,,,,,,,,,,,,,,19.0,,,,
41,2019-11-19,101:205,126:160,private_transport,,,,,,,,,,,,,,,13.0,,,,
41,2019-11-19,101:205,144:126,bus,,,,,18.0,,,,,,,,,,,,,,
41,2019-11-19,101:205,144:126,private_transport,,,,,10.0,,,,,,,,,,,,,,
41,2019-11-19,101:205,86:105,bus,,,,,,,,,,,,,,,,,,,10.0
41,2019-11-19,101:205,90:117,bus,,,,,,,,,,,,,,,16.0,,,,
41,2019-11-19,101:205,90:117,private_transport,,,,,,,,,,,,,,,14.0,,,,
41,2019-11-19,102:204,126:160,bus,,,,,,,,,,,,,,,12.0,,,,
41,2019-11-19,102:204,90:117,bus,,,,,,,,,,,,,12.0,,,,,,
41,2019-11-19,102:204,90:117,private_transport,,,,,,,,,,,,,11.0,,,,,,
41,2019-11-19,102:204,85:106,bus,,,,,,,,,,,,,11.0,,,,,,
41,2019-11-19,108:170,86:105,private_transport,,,,,,,,,,,,,,,,,,,13.0
41,2019-11-19,108:170,121:165,bus,,,,,,,,,,,,,,,,,,,19.0
41,2019-11-19,108:170,121:165,private_transport,,,,,,,,,,,,,,,,,,,16.0
41,2019-11-19,108:170,137:149,bus,,,,,,,,,,,,,,,,,,,11.0
41,2019-11-19,108:170,159:127,bus,,,,,,,,,,,,17.0,,,,,,,
41,2019-11-19,109:169,86:105,bus,,,,,,,,,,10.0,,,,,,,,,
41,2019-11-19,109:169,93:114,private_transport,12.0,,,,,,,,,,,,,,,,,,
41,2019-11-19,109:169,97:102,bus,,,,,,,,,,,,12.0,,,,,,,
41,2019-11-19,110:168,126:160,bus,,,,,,,,,,,,22.0,,,,,,,
41,2019-11-19,110:168,86:105,bus,,,,,,,,,,17.0,,,,,,,,,
41,2019-11-19,110:168,86:105,private_transport,,,,,,,,,,11.0,,,,,,,,,
41,2019-11-19,110:168,121:165,bus,,,,,,,,,,52.0,,,,,,,,,
41,2019-11-19,110:168,97:102,bus,,,,,,,,,,,,69.0,,,,,,,
41,2019-11-19,110:168,97:102,private_transport,,,,,,,,,,,,38.0,,,,,,,
41,2019-11-19,110:168,84:107,bus,,,,,,,,,,17.0,,,,,,,,,
41,2019-11-19,110:168,84:107,private_transport,,,,,,,,,,11.0,,,,,,,,,
41,2019-11-19,110:168,94:113,bus,,,,,,,,,,,,,,,48.0,,,,
41,2019-11-19,110:168,94:113,private_transport,,,,,,,,,,,,,,,63.0,,,,
41,2019-11-19,111:167,144:126,bus,,,,,,,,11.0,,,,,,,,,,,
41,2019-11-19,111:167,121:165,bus,,,,,,,,,,,,,,,,,,,11.0
41,2019-11-19,111:167,111:167,private_transport,,,,,,,,,,,,,,,,,,,14.0
41,2019-11-19,111:167,87:104,bus,,,,,,,,31.0,,,,,,,,,,,
41,2019-11-19,111:167,87:104,private_transport,,,,,,,,19.0,,,,,,,,,,,
41,2019-11-19,111:167,91:116,private_transport,,,,,,,,12.0,,,,,,,,,,,
41,2019-11-19,115:155,97:102,bus,,,,,,50.0,,,,,,,,,,,,,
41,2019-11-19,115:155,97:102,private_transport,,,,,,27.0,,,,,,,,,,,,,
41,2019-11-19,116:154,90:117,bus,,,,,,,,24.0,,,,,,,,,,,
41,2019-11-19,117:153,85:106,bus,,,,,,,,11.0,,,,,,,,,,,
41,2019-11-19,118:152,90:117,bus,,,,,,,,24.0,,,,,,,,,,,
41,2019-11-19,118:152,45:319,bus,,,,10.0,,,,,,,,,,,,,,,
41,2019-11-19,118:152,47:320,bus,,,,,,10.0,,,,,,,,,,,,,
41,2019-11-19,120:166,85:106,private_transport,,,,,,,,,,,,,12.0,,,,,,
41,2019-11-19,120:166,141:145,bus,,,,,,,14.0,,,,,,,,,,,,
41,2019-11-19,120:166,141:145,private_transport,,,,,,,13.0,,,,,,,,,,,,
41,2019-11-19,121:165,126:160,bus,,,,,,,100.0,,,,,,,,48.0,,,,
41,2019-11-19,121:165,126:160,private_transport,,,,,,,48.0,,,,63.0,,,,24.0,,,,
41,2019-11-19,121:165,144:126,private_transport,,,,,,,,11.0,,,,,,,,,,,
41,2019-11-19,121:165,86:105,bus,,,,,,,,15.0,19.0,,,,,,14.0,,,,
41,2019-11-19,121:165,86:105,private_transport,,,,,,,,10.0,17.0,,,,,,,,,,
41,2019-11-19,121:165,90:117,bus,,,,,,,39.0,,,,,,,,15.0,,,,
41,2019-11-19,121:165,90:117,private_transport,,,,,,,23.0,,,,27.0,,,,,,,,
41,2019-11-19,121:165,121:165,bus,,,,,,,14.0,27.0,18.0,,,,,,45.0,,,,30.0
41,2019-11-19,121:165,121:165,private_transport,,,,,,,17.0,11.0,14.0,,,,,,32.0,,,,43.0
41,2019-11-19,121:165,137:149,bus,,,,,,,,11.0,,,,,,,,,,,
41,2019-11-19,121:165,137:149,private_transport,,,,,,,,10.0,,,,,,,,,,,
41,2019-11-19,121:165,97:102,bus,,,,,,,45.0,,,,,51.0,,,,,,,
41,2019-11-19,121:165,97:102,private_transport,,,,,,,33.0,,,,,10.0,,,,,,,
41,2019-11-19,121:165,84:107,bus,,,,,,,16.0,16.0,17.0,,,,,,17.0,,,,
41,2019-11-19,121:165,84:107,private_transport,,,,,,,18.0,,16.0,,,,,,,,,,10.0
41,2019-11-19,121:165,111:167,bus,,,,,,,,,,13.0,,,,,,,,,
41,2019-11-19,121:165,87:104,bus,,,,,,,,28.0,,,,,,,,,,,
41,2019-11-19,121:165,87:104,private_transport,,,,,,,,20.0,,,,,,,,,,,
41,2019-11-19,121:165,91:116,bus,,,,,,,,14.0,,,,,,,,,,,
41,2019-11-19,121:165,45:319,bus,,,,,,,,,,,,,,,,55.0,,,
41,2019-11-19,121:165,45:319,private_transport,,,,,,,,,,,,,,,,29.0,,,
41,2019-11-19,121:165,141:145,bus,,,,,,29.0,,,,,,,21.0,,,,,,
41,2019-11-19,121:165,141:145,private_transport,,,,,,35.0,,,,,,,,,,,,,
