ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0700_0759,0800_0859,0900_0959,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-19,100:206,109:169,bus,,,,18.0,,,,,,,,13.0,,,,
40,2019-11-19,100:206,109:169,private_transport,,,,10.0,,,,,,,,10.0,,,,
40,2019-11-19,100:206,143:143,bus,,,,,,,,,,,,12.0,,,,
40,2019-11-19,100:206,143:143,private_transport,,,,,,,,,,,,10.0,,,,
40,2019-11-19,100:206,276:144,bus,,,,11.0,,,,,,,,,,,,
40,2019-11-19,100:206,276:144,private_transport,,,,10.0,,,,,,,,,,,,
40,2019-11-19,100:206,83:108,bus,,,,,,,,,,,,,,,10.0,
40,2019-11-19,100:206,83:108,private_transport,,,,,,,,,,,,,,,15.0,
40,2019-11-19,100:206,98:217,bus,,,,10.0,,,,,,,,,,,13.0,
40,2019-11-19,100:206,98:217,private_transport,,,,,,,,,,,,,,,17.0,
40,2019-11-19,101:205,83:108,private_transport,,,,,,,,10.0,,,,,,,,
40,2019-11-19,103:203,137:149,bus,,10.0,,,,,,,,,,,,,,
40,2019-11-19,104:202,134:136,private_transport,,,,,,,,,,,,,,11.0,,
40,2019-11-19,104:202,139:147,bus,,,,,,,,,,,,,,11.0,,
40,2019-11-19,104:202,140:146,private_transport,,,,,,,,,,,,,,12.0,,
40,2019-11-19,104:202,141:145,private_transport,,,,,,,,,,,,,,22.0,,
40,2019-11-19,107:207,276:144,bus,,,,10.0,,,,,,,,,,,,
40,2019-11-19,107:207,98:217,bus,,,,10.0,,,,,,,,14.0,,,,
40,2019-11-19,107:207,98:217,private_transport,,,,,,,,,,,,,,,10.0,
40,2019-11-19,107:207,128:142,bus,,,,,,,,,,,,,,,10.0,
40,2019-11-19,107:207,128:142,private_transport,,,,,,,,,,,,,,,12.0,
40,2019-11-19,108:170,109:169,bus,,,,,10.0,,,,,,,,,,,
40,2019-11-19,108:170,83:108,bus,,,,,35.0,,,,,,,,,,,
40,2019-11-19,108:170,83:108,private_transport,,,,,12.0,,,,,,,,,,,
40,2019-11-19,109:169,109:169,bus,,,33.0,12.0,,15.0,,,,,,,,,,
40,2019-11-19,109:169,109:169,private_transport,,,42.0,,,10.0,,,,,,,,,,
40,2019-11-19,109:169,143:143,bus,,,,,,,,,,,,10.0,,,,
40,2019-11-19,109:169,276:144,bus,,,15.0,,,,,,,,,,,,,
40,2019-11-19,109:169,276:144,private_transport,,,15.0,,,,,,,,,,,,,
40,2019-11-19,109:169,83:108,private_transport,,,,,,,,,,,,10.0,,,,
40,2019-11-19,109:169,98:217,bus,,,28.0,,,,,,,,,,,,,
40,2019-11-19,109:169,98:217,private_transport,,,31.0,,,,,,,,,,,,,
40,2019-11-19,109:169,100:206,private_transport,,,,,,,,,,,,15.0,,,,
40,2019-11-19,109:169,110:168,bus,,,11.0,,,,,,,,,,,,,
40,2019-11-19,109:169,110:168,private_transport,,,13.0,,,,,,,,,,,,,
40,2019-11-19,109:169,152:134,bus,,,,,,,,,,11.0,,,,,,
40,2019-11-19,109:169,154:132,bus,,,,,,,,,,16.0,,,,,,
40,2019-11-19,109:169,159:127,bus,,,,,,,,,,,,,12.0,,,
40,2019-11-19,109:169,89:118,bus,,,,,,,,,,16.0,,,,,,
40,2019-11-19,109:169,89:118,private_transport,,,,,,,,,,14.0,,,,,,
40,2019-11-19,110:168,98:217,bus,,,12.0,,,,,,,,,,,,,
40,2019-11-19,110:168,140:146,private_transport,,,,,,,,,,,,,,16.0,,
40,2019-11-19,110:168,141:145,private_transport,,,,,,,,,,,,,,25.0,,
40,2019-11-19,110:168,110:168,bus,,,10.0,,,,,,,,,,,,,
40,2019-11-19,110:168,110:168,private_transport,,,10.0,,,,,,,,,,,,,
40,2019-11-19,116:154,110:168,private_transport,,,,,,,,,11.0,,,,,,,
40,2019-11-19,116:154,86:105,private_transport,,,,,,,10.0,,,,,,,,,
40,2019-11-19,116:154,90:117,bus,,,,,24.0,,,,,,,,,,,
40,2019-11-19,118:152,98:217,bus,,,,,,,,,14.0,,,,,,,
40,2019-11-19,118:152,110:168,bus,,,,,,,,,18.0,,,,,,,
40,2019-11-19,118:152,110:168,private_transport,,,,,,,,,19.0,,,,,,,
40,2019-11-19,118:152,90:117,bus,,,,,23.0,,,,,,,,,,,
40,2019-11-19,118:152,121:165,bus,,,,,,,21.0,,,,,,,,,
40,2019-11-19,118:152,84:107,bus,,,,,,,12.0,,,,,,,,,
40,2019-11-19,118:152,85:106,bus,,,,,15.0,,,,,,,,,,,
40,2019-11-19,126:160,84:107,bus,,,,27.0,,,,,,,,,,,,
40,2019-11-19,126:160,85:106,bus,,,,35.0,,,,,,,,,,,,
40,2019-11-19,126:160,85:106,private_transport,,,,11.0,,,,,,,,,,,,
40,2019-11-19,126:160,158:128,bus,,,,13.0,,,,,,,,,,,,
40,2019-11-19,126:160,158:128,private_transport,,,,13.0,,,,,,,,,,,,
40,2019-11-19,128:142,143:143,private_transport,,,,,,,,,,,,,,,10.0,
40,2019-11-19,128:142,98:217,bus,,,,12.0,,12.0,,,,,,,,,,
40,2019-11-19,128:142,128:142,private_transport,,,,,10.0,,,,,,,,,,,
40,2019-11-19,128:142,154:132,private_transport,,,,,,,,,,11.0,,,,,,
40,2019-11-19,128:142,159:127,bus,,,,,,,,,,,,,14.0,,,
40,2019-11-19,128:142,89:118,private_transport,,,,,,,,,,12.0,,,,,,
40,2019-11-19,129:141,83:108,bus,,,,,,,,,,,,27.0,,,,
40,2019-11-19,129:141,83:108,private_transport,,,,,,,,,,,,28.0,,,,
40,2019-11-19,130:140,83:108,bus,,,,,,,,,,,,28.0,,,,11.0
40,2019-11-19,130:140,83:108,private_transport,,,,,,,,,,,,33.0,,,,
40,2019-11-19,137:149,137:149,bus,,98.0,,,,,,,,,,,,,,
40,2019-11-19,137:149,137:149,private_transport,,32.0,,,,,,,,,,,,,,
40,2019-11-19,137:149,103:203,bus,,,,,,,,,12.0,,,,,,,
40,2019-11-19,137:149,103:203,private_transport,,,,,,,,,10.0,,,,,,,
40,2019-11-19,137:149,135:135,bus,,,,,,13.0,,,,,,,,,,
40,2019-11-19,137:149,135:135,private_transport,,,,,,11.0,,,,,,,,,,
40,2019-11-19,137:149,138:148,bus,,,,,,,,,13.0,,,,,,,
40,2019-11-19,137:149,138:148,private_transport,,,,,,,,,10.0,,,,,,,
40,2019-11-19,139:147,98:217,private_transport,,,,,,,,,11.0,,,,,,,
40,2019-11-19,139:147,110:168,bus,,,,,,,,,11.0,,,,,,,
40,2019-11-19,139:147,110:168,private_transport,,,,,,,,,18.0,,,,,,,
40,2019-11-19,139:147,90:117,bus,,,,,23.0,,,,,,,,,,,
40,2019-11-19,139:147,85:106,bus,,,,,15.0,,,,,,,,,,,
40,2019-11-19,143:143,109:169,bus,,,,21.0,,,,,,,,11.0,,,12.0,
40,2019-11-19,143:143,83:108,private_transport,,,,,,,,,,,,,,,10.0,
40,2019-11-19,143:143,98:217,bus,,,,,10.0,10.0,,,,,,10.0,,,,
40,2019-11-19,143:143,128:142,bus,,,,,,,,,,,,10.0,,,,
40,2019-11-19,143:143,154:132,private_transport,,,,,,,,,,12.0,,,,,,
40,2019-11-19,143:143,118:152,bus,13.0,,,,,,,,,,,,,,,
