ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2020-03-03,100:206,107:207,bus,,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-03,101:205,101:205,bus,,,,,,,,12.0,,,,,,,,,,,,,,
40,2020-03-03,101:205,122:164,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-03,101:205,151:119,bus,,,,,,,,12.0,,,,,,,,,,,,,,
40,2020-03-03,101:205,95:112,bus,,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-03,103:203,111:167,bus,,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-03,103:203,111:167,private_transport,14.0,,,,,,,,,,,,,,,,,,,,,
40,2020-03-03,103:203,121:165,bus,,,,,,,,,,,,,,,,,,15.0,,,,
40,2020-03-03,103:203,121:165,private_transport,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-03,103:203,144:126,bus,,,,,,,,,,,,,,,11.0,,,,,,,
40,2020-03-03,103:203,148:122,private_transport,39.0,,,,,,,,,,,,,,,,,,,,,
40,2020-03-03,103:203,83:108,bus,,,,,,,,,,,,,,33.0,,,,,,,,
40,2020-03-03,104:202,46:420,private_transport,,,,,,,,,,,,,,69.0,,,,,,,,
40,2020-03-03,106:208,156:130,private_transport,,,,,,,,,,,,,,,,15.0,,,,,,
40,2020-03-03,106:208,61:413,private_transport,,,,,,35.0,,,,,,,,,,,,,,,,
40,2020-03-03,107:207,83:108,bus,,,,,,,,,,,,,,11.0,,,,,,,,
40,2020-03-03,107:207,156:130,private_transport,,,,,,,,,,,,,,,,18.0,,,,,,
40,2020-03-03,107:207,61:413,private_transport,,,,,,89.0,,,,,,,,,,,,,,,,
40,2020-03-03,107:207,143:143,bus,,,,,,,,,,,,,,15.0,,,,,,,,
40,2020-03-03,108:170,122:164,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-03,108:170,122:164,private_transport,,,,,,,,,,,,,12.0,,,,,,,,,
