ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2020-03-05,100:206,100:206,bus,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-05,100:206,100:206,private_transport,,,,,,16.0,,,,,,10.0,,,,,,,,,
40,2020-03-05,100:206,101:205,private_transport,,,10.0,,,,,,,,,,,,,,,,,,
40,2020-03-05,100:206,107:207,bus,,,,,,,,,,,,,,,,13.0,,,,,
40,2020-03-05,100:206,107:207,private_transport,,,,,,,,,,,,16.0,,,,,,,,,
40,2020-03-05,100:206,108:170,bus,,,,,,,,,,,,,,,,26.0,,,,,
40,2020-03-05,100:206,109:169,bus,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-05,100:206,109:169,private_transport,,,,,,,,,,,,,,,,,16.0,,,,
40,2020-03-05,100:206,116:154,bus,,,,,,,,,,,,,,,13.0,,,,,,
40,2020-03-05,100:206,116:154,private_transport,,,,,,,,,,,,,,,10.0,,,,,,
40,2020-03-05,100:206,129:141,bus,,,,,,,,,,23.0,,,,,,,,,,,
40,2020-03-05,100:206,129:141,private_transport,,,,,,,,,,26.0,,,,,,,,,,,
40,2020-03-05,100:206,134:136,bus,,,,,,,,,,,,,,,14.0,,,,,,
40,2020-03-05,100:206,134:136,private_transport,,,,,,,,,,,,,,,12.0,,,,,,
40,2020-03-05,100:206,135:135,bus,,,,,,,,,,,,,,,19.0,,,,,,
40,2020-03-05,100:206,143:143,bus,,,,,,,,,,,,10.0,,,,10.0,,,,,
40,2020-03-05,100:206,143:143,private_transport,,,13.0,,,10.0,,,,,,,,,,,,,,,
40,2020-03-05,100:206,151:119,bus,,,,,,,,,,,,,,,,13.0,,,,,
40,2020-03-05,100:206,152:134,bus,,,,,,,,,,,,,,,,10.0,,,,,
40,2020-03-05,100:206,160:110,private_transport,,,,,,,14.0,,,,,,,,,,,,,,
40,2020-03-05,100:206,64:306,bus,,,,,,,,,,,,,,,,,14.0,,,,
40,2020-03-05,100:206,64:306,private_transport,,,,,,,,,,,,,,,,,40.0,,,,
40,2020-03-05,100:206,75:313,bus,,,,,23.0,,,,,,,,,,,,,,,,
40,2020-03-05,100:206,75:313,private_transport,,,,,11.0,,,,,,,,,,,,,,,,
40,2020-03-05,100:206,83:108,bus,,,,,,,,,,,,,,15.0,,,,,,,
40,2020-03-05,100:206,83:108,private_transport,,,,,,,,,,,,,,15.0,,,,,,,
40,2020-03-05,100:206,90:117,bus,,,,,,,,,,,,,,,,,,,22.0,,
40,2020-03-05,100:206,90:117,private_transport,,,,,,,,,,,,27.0,,,,,,,14.0,,
40,2020-03-05,100:206,96:111,bus,,,,,,,,,,,,,,,,11.0,,,,,
