ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
40,2020-03-04,100:206,45:319,private_transport,,,,,,,,,,,,,37.0,,,,,,,,,,
40,2020-03-04,100:206,62:307,private_transport,,,,,,,,,,,40.0,,,,,,,,,,,,
40,2020-03-04,101:205,45:319,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-04,101:205,101:205,bus,,,,,,,,,,,,,,,,,,12.0,,,,,
40,2020-03-04,101:205,151:119,bus,,,,,,,,,,,,,,,,,,11.0,,,,,
40,2020-03-04,101:205,56:416,private_transport,,,,,,15.0,,,,,,,,,,,,,,,,,
40,2020-03-04,101:205,76:314,bus,,,,,,,,,21.0,,,,,,,,,,,,,41.0,
40,2020-03-04,101:205,76:314,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,11.0,
40,2020-03-04,102:204,45:319,bus,,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-04,103:203,45:319,bus,,,,,,38.0,,,,13.0,,,,,,,,,,,,,
40,2020-03-04,103:203,45:319,private_transport,,,,,,25.0,,,,12.0,,,,,10.0,,,,,,,,
40,2020-03-04,103:203,76:314,private_transport,,,,,,,,,,,,,,,,,,22.0,,,,,
40,2020-03-04,103:203,104:202,bus,,,,,,,,,,16.0,,,,,,,,,,,,,
40,2020-03-04,103:203,110:168,bus,,,,,,,,,,40.0,,,,,,,,,,,,,
40,2020-03-04,103:203,110:168,private_transport,,,,,,,,,,24.0,,,,,,,,,,,,,
40,2020-03-04,103:203,111:167,bus,,,,,,,,,,13.0,,,,,,,,,,,,,
40,2020-03-04,103:203,113:157,bus,,,,,,,,,,,,18.0,,,,,,,,,,,
40,2020-03-04,103:203,113:157,private_transport,,,,,,,,,,,,19.0,,,,,,,,,,,
40,2020-03-04,103:203,147:123,bus,,,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-04,103:203,47:320,private_transport,,,,,,,,,,,,,,,,,,45.0,,,,,
40,2020-03-04,103:203,50:412,private_transport,63.0,,,,,,,,,,,,,,,,,,,107.0,,,
40,2020-03-04,103:203,95:112,bus,,,,,,,,,,,,16.0,,,,,,,,,,,
40,2020-03-04,103:203,95:112,private_transport,,,,,,,,,,,,16.0,,,,,,,,,,,
40,2020-03-04,103:203,9:509,private_transport,,,,,,,,,,,,,,,14.0,,,,,,,,
