ProjectID,Date,Origin,Destination,Modo,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
40,2019-11-19,101:205,101:205,bus,,,,,,,,,,,11.0,,,,,,,
40,2019-11-19,101:205,101:205,private_transport,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,101:205,110:168,bus,,,11.0,,,,,,,,,,,,,,,
40,2019-11-19,101:205,146:124,bus,,,,,,,,,,,21.0,,,,,,,
40,2019-11-19,101:205,146:124,private_transport,,,,,,,,,,,18.0,,,,,,,
40,2019-11-19,101:205,151:119,bus,,,,,,,,,,,11.0,,,,,,,
40,2019-11-19,101:205,276:144,bus,,,,,,,,13.0,,,,,,,,,,
40,2019-11-19,101:205,45:319,bus,,,,,28.0,,,,,,,,,,,,,
40,2019-11-19,101:205,45:319,private_transport,,,,,20.0,,,,,,,,,,,,,
40,2019-11-19,101:205,83:108,bus,,,,,,,,10.0,,,,,,,,,,
40,2019-11-19,101:205,94:113,bus,,,,,,,,,,,,,,34.0,,,,
40,2019-11-19,101:205,94:113,private_transport,,,,,,,,,,,,,,11.0,,,,
40,2019-11-19,101:205,98:217,bus,,,,,,,,17.0,,,,,,,,,,
40,2019-11-19,101:205,98:217,private_transport,,,,,,,,13.0,,,,,,,,,,
40,2019-11-19,102:204,101:205,private_transport,,,,,,,,,,,11.0,,,,,,,
40,2019-11-19,102:204,146:124,bus,,,,,,,,,,,11.0,,,,,,,
40,2019-11-19,102:204,94:113,private_transport,,,,,,,,,,,,,,14.0,,,,
40,2019-11-19,103:203,83:108,bus,,,,,,,47.0,,,,,,,,,,,
40,2019-11-19,103:203,83:108,private_transport,,,,,,,57.0,,,,,,,,,,,
40,2019-11-19,104:202,121:165,private_transport,,,,,,,,,17.0,,,,,,,,,
40,2019-11-19,104:202,86:105,bus,,,,,,,,,12.0,,,,,,,,,
40,2019-11-19,108:170,110:168,bus,,,27.0,,,,,,,,,,,,,,,
40,2019-11-19,108:170,110:168,private_transport,,,13.0,,,,,,,,,,,,,,,
40,2019-11-19,108:170,151:119,bus,,,,,13.0,,,,,,,15.0,,,,,,
40,2019-11-19,108:170,98:217,bus,,,,,,,,13.0,,,,,,,,,,
40,2019-11-19,108:170,108:170,bus,,,,,,,,,,,,14.0,,,,,,
40,2019-11-19,108:170,108:170,private_transport,,,,,,,,,,,,25.0,,,,,,
40,2019-11-19,108:170,152:134,private_transport,,,,,10.0,,,,,,,,,,,,,
40,2019-11-19,108:170,154:132,bus,,,,,24.0,,,,,,,,,,,,,
40,2019-11-19,108:170,89:118,bus,,,,,23.0,,,,,,,,,,,,,
40,2019-11-19,109:169,154:132,bus,,,,,,,,,,,,,,,,,13.0,
40,2019-11-19,109:169,154:132,private_transport,,,,,,,,,,,,,,,,,12.0,
40,2019-11-19,109:169,89:118,bus,,,,,,,,,,,,,,,,,11.0,
40,2019-11-19,109:169,89:118,private_transport,,,,,,,,,,,,,,,,,11.0,
40,2019-11-19,109:169,116:154,bus,,11.0,,,,,,,,,,,,,,,,
40,2019-11-19,109:169,118:152,bus,,,,,,,,,,,,10.0,,,,,,
40,2019-11-19,109:169,92:115,bus,,,,,,,11.0,,,,,,,,,,,
40,2019-11-19,109:169,92:115,private_transport,,,,,,,11.0,,,,,,,,,,,
40,2019-11-19,110:168,151:119,bus,,,,,,,,,,,,,,,,,13.0,
40,2019-11-19,110:168,151:119,private_transport,,,,,,,,,,,,,,,,,12.0,
40,2019-11-19,110:168,121:165,bus,,,,,,,,,14.0,,,,,,,,,
40,2019-11-19,110:168,121:165,private_transport,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,110:168,152:134,private_transport,,,,,,,,,,,,,,,,,10.0,
40,2019-11-19,110:168,154:132,bus,,,,,,,,,,,,,,,,,38.0,
40,2019-11-19,110:168,154:132,private_transport,,,,,,,,,,,,,,,,,34.0,
40,2019-11-19,110:168,89:118,bus,,,,,,,,,,,,,,,,,33.0,
40,2019-11-19,110:168,89:118,private_transport,,,,,,,,,,,,,,,,,22.0,
40,2019-11-19,110:168,129:141,bus,,,,,,,,,,,,,,,,,13.0,
40,2019-11-19,110:168,84:107,private_transport,,,,,,,,,16.0,,,,,,,,,
40,2019-11-19,113:157,151:119,bus,,,,,,,,,13.0,,,,,,,,,
40,2019-11-19,113:157,108:170,bus,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,113:157,108:170,private_transport,,,,,,,,,12.0,,,,,,,,,
40,2019-11-19,113:157,152:134,bus,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,115:155,134:136,private_transport,,,,,,,,,12.0,,,,,,,,,
40,2019-11-19,115:155,145:125,bus,,,,,,,,,48.0,,,,,,,,,
40,2019-11-19,115:155,145:125,private_transport,,,,,,,,,17.0,,,,,,,,,
40,2019-11-19,115:155,95:112,bus,,,,,10.0,,,,,,,,,,,,,
40,2019-11-19,116:154,86:105,bus,,,,,,,,,,,13.0,,,,,,,
40,2019-11-19,116:154,86:105,private_transport,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,116:154,116:154,bus,,,,,19.0,,,,,,,,,,,,,
40,2019-11-19,116:154,116:154,private_transport,,,,,15.0,,,,,,,,,,,,,
40,2019-11-19,116:154,118:152,bus,,,,,18.0,,,,,,,,,11.0,13.0,,,
40,2019-11-19,116:154,118:152,private_transport,,,,,19.0,,,,,,,,,,,,,
40,2019-11-19,116:154,84:107,bus,,,,,,,,,,,13.0,,,,,,,
40,2019-11-19,116:154,145:125,bus,,,,,,,,,11.0,,,,,,,,,
40,2019-11-19,116:154,137:149,bus,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,116:154,139:147,bus,,,,,11.0,,,,,,,,,12.0,,,,
40,2019-11-19,117:153,108:170,private_transport,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,117:153,141:145,private_transport,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,118:152,121:165,bus,,,,,,,,,,,17.0,,,,,,,
40,2019-11-19,118:152,116:154,bus,,,,,14.0,,,,,,,,,14.0,,,,
40,2019-11-19,118:152,116:154,private_transport,,,,,10.0,,,,,,,,,,,,,
40,2019-11-19,118:152,118:152,bus,,,,,29.0,,,,,,,,,20.0,,,,
40,2019-11-19,118:152,118:152,private_transport,,,,,22.0,,,,,,,,,,,,,
40,2019-11-19,118:152,84:107,bus,,,,,,,,,,,15.0,,,,,,,
40,2019-11-19,118:152,95:112,bus,,,,,22.0,,,,,,,,,,,,,
40,2019-11-19,118:152,137:149,bus,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,118:152,139:147,bus,,,,,18.0,,,,,,,,,11.0,,,,
40,2019-11-19,118:152,141:145,bus,,,,,,,,,,,17.0,,,,,,,
