ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2020-03-05,101:205,126:160,bus,,,,,,11.0,,,,,,,,,,
40,2020-03-05,101:205,47:320,bus,,,,,,10.0,,,,,,,,,,
40,2020-03-05,101:205,92:115,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-05,101:205,92:115,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-05,103:203,137:149,bus,,,,,,,,11.0,,,,16.0,,,,
40,2020-03-05,103:203,137:149,private_transport,,,,,,,,,,,,14.0,,,,
40,2020-03-05,103:203,32:532,bus,,,10.0,,,,,,,,,,,,,
40,2020-03-05,104:202,120:166,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-05,104:202,99:101,bus,,,,,38.0,,,,,,,,,,,
40,2020-03-05,104:202,99:101,private_transport,,,,,29.0,,,,,,,,,,,
40,2020-03-05,108:170,126:160,bus,,,,,,23.0,,,,,,,,,,
40,2020-03-05,108:170,141:145,bus,,,,,,,,,,,,,,,16.0,
40,2020-03-05,108:170,141:145,private_transport,,,,,,,,,,,,,,,10.0,
40,2020-03-05,108:170,145:125,bus,,,,,,,,,11.0,,,,,,,
40,2020-03-05,108:170,145:125,private_transport,,,,,,,,,13.0,,,,,,,
40,2020-03-05,108:170,155:131,private_transport,,,,,,,,,13.0,,,,,,,
40,2020-03-05,108:170,90:117,bus,,,,,,10.0,,,,,,,,,,
40,2020-03-05,109:169,107:207,bus,,13.0,,,,,,,,,,,,,,
40,2020-03-05,109:169,109:169,bus,,11.0,,,,,,11.0,,,,,,,,
40,2020-03-05,109:169,109:169,private_transport,,10.0,,,,,,10.0,,,,,,,,
40,2020-03-05,109:169,112:158,private_transport,,13.0,,,,,,,,,,,,,,
40,2020-03-05,110:168,120:166,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-05,110:168,99:101,bus,,,,,53.0,,,,,,,,,,,
40,2020-03-05,110:168,99:101,private_transport,,,,,39.0,,,,,,,,,,,
40,2020-03-05,110:168,102:204,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-05,110:168,102:204,private_transport,,,,,10.0,,,,,,,,,,,
40,2020-03-05,111:167,101:205,bus,,,,,,,,,,,,,,,,11.0
40,2020-03-05,111:167,101:205,private_transport,,,,,,,,,,,,,,,,11.0
40,2020-03-05,111:167,111:167,private_transport,,,,,18.0,11.0,,,,,,,,,,
40,2020-03-05,111:167,148:122,bus,,,,,,21.0,,,,,,,,,,
40,2020-03-05,111:167,148:122,private_transport,,,,,,11.0,,,,,,,,,,
40,2020-03-05,111:167,156:130,private_transport,,,,,,,,,,,,,,,,10.0
40,2020-03-05,111:167,160:110,bus,,,,,,,,,,,,,,,,26.0
40,2020-03-05,111:167,160:110,private_transport,,,,,,,,,,,,,,,,32.0
40,2020-03-05,111:167,96:111,bus,,,,,,,,,,,,,,,,10.0
40,2020-03-05,111:167,96:111,private_transport,,,,,,,,,,,,,,,,13.0
40,2020-03-05,116:154,101:205,bus,,,,,,,,,13.0,,,,,,,
40,2020-03-05,116:154,129:141,bus,,,,,,,,,18.0,,,,,,,
40,2020-03-05,117:153,129:141,bus,,,,,,,,,10.0,,,,,,,
40,2020-03-05,117:153,129:141,private_transport,,,,,,,,,12.0,,,,,,,
