ProjectID,Date,Origin,Destination,Modo,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1200_1259,1300_1359,1600_1659,1700_1759,1800_1859,2100_2159
40,2019-11-19,103:203,92:115,bus,,,,,,,,,10.0,,,,,
40,2019-11-19,103:203,92:115,private_transport,,,,,,,,,10.0,,,,,
40,2019-11-19,104:202,118:152,bus,,,,,,,,,,,,,10.0,
40,2019-11-19,104:202,118:152,private_transport,,,,,,,,,,,,,12.0,
40,2019-11-19,107:207,134:136,bus,,,,,,,,,,,,,,13.0
40,2019-11-19,107:207,134:136,private_transport,,,,,,,,,,,,,,14.0
40,2019-11-19,107:207,135:135,bus,,,,,,,,,,,,,,16.0
40,2019-11-19,107:207,135:135,private_transport,,,,,,,,,,,,,,17.0
40,2019-11-19,109:169,116:154,bus,,11.0,,,,,,,,,,,,
40,2019-11-19,109:169,98:217,bus,,,,13.0,,,,,,,,,,
40,2019-11-19,110:168,95:112,private_transport,,,,,,,,,,,,,15.0,
40,2019-11-19,111:167,116:154,bus,,,,,,,,,,,,,10.0,
40,2019-11-19,111:167,139:147,private_transport,,,,,,,,,,,,,10.0,
40,2019-11-19,112:158,135:135,bus,,,,,,,,,,,,,,17.0
40,2019-11-19,112:158,135:135,private_transport,,,,,,,,,,,,,,18.0
40,2019-11-19,113:157,120:166,private_transport,29.0,,,,,,,,,,,,,
40,2019-11-19,113:157,140:146,private_transport,14.0,,,,,,,,,,,,,
40,2019-11-19,116:154,110:168,bus,,,,,,,,,,26.0,,,,
40,2019-11-19,116:154,110:168,private_transport,,,,,,,,,,11.0,,,,
40,2019-11-19,118:152,110:168,bus,,,,,,,,,,33.0,,,,
40,2019-11-19,118:152,141:145,private_transport,,,,,,,,11.0,,,,,,
40,2019-11-19,120:166,120:166,bus,,,,,,,,18.0,,,,,,
40,2019-11-19,120:166,120:166,private_transport,,,,,,,,10.0,,,,,,
40,2019-11-19,120:166,119:151,bus,,,,15.0,,,,,,,,,,
40,2019-11-19,120:166,119:151,private_transport,,,,11.0,,,,,,,,,,
40,2019-11-19,120:166,136:150,bus,,,,12.0,,,,,,,,,,
40,2019-11-19,120:166,145:125,private_transport,,,,,,,,20.0,,,,,,
40,2019-11-19,120:166,99:101,bus,,,,,,,,30.0,,,,,,
40,2019-11-19,120:166,99:101,private_transport,,,,,,,,39.0,,,,,,
40,2019-11-19,124:162,87:104,bus,,,,,,,,,28.0,,,,,
40,2019-11-19,124:162,87:104,private_transport,,,,,,,,,26.0,,,,,
