ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
40,2020-03-04,100:206,37:537,private_transport,,,,,45.0,,,,,,,,,,,,,,,,,
40,2020-03-04,101:205,37:537,private_transport,,,,,13.0,,,,,,,,,,,,,,,,,
40,2020-03-04,101:205,113:157,private_transport,,,,,,,14.0,,,,,,,,,,,,,,,
40,2020-03-04,101:205,151:119,bus,,,,,,,,,,,,,,,,,24.0,,,,,
40,2020-03-04,101:205,151:119,private_transport,,,,,,,,,,,,,,,,,11.0,,,,,
40,2020-03-04,101:205,45:319,bus,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,101:205,61:413,private_transport,,,,,,,18.0,,,,,,,,,,,,,,,
40,2020-03-04,101:205,76:314,bus,,,,,,,,,,,,,,,,,,,,,31.0,
40,2020-03-04,101:205,83:108,bus,,,,,17.0,,,,,,,,,,,,,,,,,
40,2020-03-04,101:205,87:104,bus,,,,,,,,,,,,16.0,,,,,,,,,,
40,2020-03-04,101:205,87:104,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-04,101:205,95:112,bus,,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-04,101:205,95:112,private_transport,,,,,,,12.0,,,,,,,,,,,,,,,
40,2020-03-04,101:205,96:111,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,102:204,76:314,bus,,,,,,,,,,,,,,,,,,,,,13.0,
40,2020-03-04,102:204,50:412,private_transport,,,,,,,,,,,,,,,,15.0,,,,,,
40,2020-03-04,102:204,98:217,bus,,,,,11.0,,,,,,,,,,,,,,,,,
40,2020-03-04,103:203,45:319,bus,,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-04,103:203,45:319,private_transport,,,,,,,,,,22.0,,,,,,,,,,,,
40,2020-03-04,103:203,103:203,bus,,,,,,,,,,,,,,,,,,,,10.0,,
40,2020-03-04,103:203,104:202,bus,,,,,,,,,19.0,,,,,,,,,,,,,
40,2020-03-04,103:203,104:202,private_transport,,,,,,,,,18.0,,,,,,,,,,,,,
40,2020-03-04,103:203,110:168,bus,,,,,,,,,37.0,,,,,,,,,,,,,
40,2020-03-04,103:203,110:168,private_transport,,,,,,,,,14.0,,,,,,,,,,,,,
40,2020-03-04,103:203,138:148,bus,,,,,,,,,,,,,,,,,,,,11.0,,
40,2020-03-04,103:203,138:148,private_transport,,,,,,,,,,,,,,,,,,,,14.0,,
40,2020-03-04,103:203,48:301,private_transport,,,,,,,,,,17.0,,,,,,,,,,,,
40,2020-03-04,103:203,77:312,bus,,,,,,,,,,14.0,,,,,,,,,,,,
40,2020-03-04,103:203,77:312,private_transport,,,,,,,,,,18.0,,,,,,,,,,,,
40,2020-03-04,104:202,45:319,bus,,,,,,,,,,25.0,,,,,,,,,,,,
40,2020-03-04,104:202,45:319,private_transport,,,,,,,,,,41.0,,,,,,,,,,,,
40,2020-03-04,104:202,61:413,bus,,,,,,24.0,,,,,,,,,,,,,,,,
40,2020-03-04,104:202,61:413,private_transport,,,,,,52.0,,,,,,,,,,,,,,,,
40,2020-03-04,104:202,76:314,private_transport,,,,,,,,64.0,,,,,,,,,,,,,,
40,2020-03-04,104:202,87:104,bus,,,,,,,,12.0,,,,,,,,,,,,,,
40,2020-03-04,104:202,103:203,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,
40,2020-03-04,104:202,91:116,private_transport,,,,,,,,11.0,,,,,,,,,,,,,,
40,2020-03-04,105:201,75:313,bus,,,,32.0,,,,,,,,,,,,,,,,,,
40,2020-03-04,105:201,75:313,private_transport,,,,11.0,,,,,,,,,,,,,,,,,,
40,2020-03-04,107:207,37:537,private_transport,,,,,22.0,,,,,,,,,,,,,,,,,
40,2020-03-04,107:207,61:413,bus,,,,,,,,,,,,,,,,,,,,,15.0,
40,2020-03-04,107:207,61:413,private_transport,,,,,,,,,,,,,,,,,,,,,17.0,
40,2020-03-04,107:207,134:136,bus,,,,,,,,,,,,,,,,,,,,11.0,,
40,2020-03-04,107:207,145:125,private_transport,,,,,,,,,,,,,,,,,,,,10.0,,
40,2020-03-04,107:207,156:130,bus,,,,,,,,,,,,,,,,,,,,16.0,,
40,2020-03-04,107:207,156:130,private_transport,,,,,,,,,,,,,,,,,,,,25.0,,
40,2020-03-04,108:170,61:413,private_transport,,,,,,,38.0,,,,,,,,,,,,,,,
40,2020-03-04,108:170,87:104,bus,,,,,,,,,,,,,,,,,35.0,,,,,
40,2020-03-04,108:170,87:104,private_transport,,,,,,,,,,,,,,,,,24.0,,,,,
40,2020-03-04,108:170,96:111,bus,,,,,,,,,,,,,,,11.0,,,,,,,
40,2020-03-04,108:170,96:111,private_transport,,,,,,10.0,,,,,,,,,17.0,,,,,,,
40,2020-03-04,108:170,98:217,bus,,,,,,14.0,,,,,,,,,,,,,,,,
40,2020-03-04,108:170,91:116,bus,,,,,,,,,,13.0,,,,,,,12.0,,,,,
40,2020-03-04,108:170,91:116,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,
40,2020-03-04,108:170,134:136,bus,,,,,,,,,,15.0,,,,,,,,,,,,
40,2020-03-04,108:170,156:130,bus,,,,,,,,,,39.0,,,,,,,,,,,,
40,2020-03-04,108:170,156:130,private_transport,,,,,,,,,,17.0,,,,,,,,,,,,
40,2020-03-04,108:170,108:170,bus,,,,,,,,,,,,,,,,,,38.0,,,,
40,2020-03-04,108:170,108:170,private_transport,,,,,,,,,,,,,,,,,,18.0,,,,
40,2020-03-04,108:170,126:160,bus,,,,,,,,,,,,,,,,10.0,,,,,,
40,2020-03-04,108:170,135:135,bus,,,,,,,,,,,,21.0,,,,,,,,,,
40,2020-03-04,108:170,135:135,private_transport,,,,,,,,,,,,15.0,,,,,,,,,,
40,2020-03-04,108:170,144:126,bus,,,,,,,,,,,,,,,,,15.0,,,,,
40,2020-03-04,108:170,152:134,private_transport,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-04,108:170,155:131,bus,,,,,,,12.0,,,10.0,,,,,,,,,,,,
40,2020-03-04,108:170,160:110,bus,,,,,,,,,,,,,,,15.0,,,,,,,
40,2020-03-04,108:170,160:110,private_transport,,,,,,,,,,,,,,,19.0,,,,,,,
40,2020-03-04,108:170,56:416,private_transport,,,,,22.0,,,,,,,,,,,,,,,,,
40,2020-03-04,108:170,90:117,private_transport,,,,,,,,,,,,,,15.0,,,,,,,,
40,2020-03-04,108:170,97:102,bus,,,,,,,,,,,,,,12.0,,26.0,,,,,,
40,2020-03-04,108:170,97:102,private_transport,,,,,,,,,,,,,,13.0,,36.0,,,,,,
40,2020-03-04,109:169,91:116,bus,,,,,11.0,,,,,,,,,,,,,,,,,
40,2020-03-04,109:169,116:154,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-04,110:168,45:319,bus,,,,,,,,,,53.0,,,,,,,,,,,,
40,2020-03-04,110:168,45:319,private_transport,,,,,,,,,,60.0,,,,,,,,,,,,
40,2020-03-04,110:168,61:413,bus,,,,,,32.0,,,,,,,,,,,,,,,,
40,2020-03-04,110:168,61:413,private_transport,,,,,,72.0,,,,,,,,,,,,,,,,
40,2020-03-04,110:168,76:314,private_transport,,,,,,,,112.0,,,,,,,,,,,,,,
40,2020-03-04,110:168,87:104,bus,,,,,,,,18.0,,,,,,,,,,,,,,
40,2020-03-04,110:168,110:168,private_transport,,,,,,,,,,,,,,,,,15.0,,,,,
40,2020-03-04,110:168,149:121,bus,,,,,,,,,,,,,17.0,,,,,,,,,
40,2020-03-04,111:167,61:413,private_transport,,,,,,16.0,,,,,,,,,,,,,,,,
40,2020-03-04,111:167,76:314,private_transport,,,,,,,,13.0,,,,,,,,,,,,,,
40,2020-03-04,111:167,87:104,bus,,,,,,,,15.0,,,,,,,,,,,,,,
40,2020-03-04,111:167,134:136,bus,,,,,,,,12.0,,,,,,,,,,,,,,
40,2020-03-04,111:167,156:130,bus,,,,,,,,17.0,,,,,,,,,,,,,,
40,2020-03-04,111:167,156:130,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,
40,2020-03-04,111:167,111:167,bus,,,,,,,,,,,,,85.0,,,,,,,,,
40,2020-03-04,111:167,111:167,private_transport,,,,,,,,,,,,,64.0,,,,,,,,,
40,2020-03-04,111:167,121:165,bus,,,,,,,,,,,13.0,,,,,,,,,,,
40,2020-03-04,111:167,121:165,private_transport,,,,,,,,,,,11.0,,,,,,,,,,,
40,2020-03-04,111:167,136:150,private_transport,,,,,,13.0,,,,,,,,,,,,,,,,
40,2020-03-04,111:167,137:149,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,
40,2020-03-04,111:167,148:122,private_transport,,,,,,,,,,,18.0,,,,,,,,,,,
40,2020-03-04,111:167,150:120,bus,,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-04,111:167,157:129,bus,,,,,,,,,,,,15.0,,,,,,,,,,
40,2020-03-04,111:167,159:127,bus,,,,,,,,,,,,18.0,,,,,,,,,,
40,2020-03-04,111:167,159:127,private_transport,,,,,,,,,,,,16.0,,,,,,,,,,
40,2020-03-04,111:167,84:107,private_transport,,,,,,,,,,,10.0,,,,,,,,,,,
40,2020-03-04,112:158,91:116,bus,,,,,,,,,,,,,,,,,,,,12.0,,
40,2020-03-04,112:158,91:116,private_transport,,,,,,,,,,,,,,,,,,,,12.0,,
40,2020-03-04,112:158,156:130,private_transport,,,,,,,,,,,,,,,,,,,,25.0,,
40,2020-03-04,112:158,155:131,private_transport,,,,,,,,,,,,,,,,,,,,16.0,,
40,2020-03-04,113:157,93:114,bus,,,,,,,,,,,,,17.0,,,,,,,,,
40,2020-03-04,113:157,93:114,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2020-03-04,113:157,94:113,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-04,115:155,159:127,private_transport,,,,,,,,11.0,,,,,,,,,,,,,,
40,2020-03-04,116:154,76:314,private_transport,,,,,,,,26.0,,,,,,,,,,,,,,
40,2020-03-04,116:154,116:154,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-04,116:154,159:127,bus,,,,12.0,,,,,,,,,,,,,,,,,,
40,2020-03-04,116:154,115:155,bus,,,,15.0,,,,,,,,,,,,,,,,,,
40,2020-03-04,116:154,118:152,bus,,,,,,,,,,,,,14.0,,,,,,,,,
40,2020-03-04,117:153,156:130,bus,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,117:153,123:163,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2020-03-04,118:152,45:319,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,118:152,95:112,bus,,,,,,,,,,,,,,,,,,10.0,,,,
40,2020-03-04,118:152,91:116,bus,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,118:152,156:130,bus,,,,,,21.0,,,,,,,,,,,,,,,,
40,2020-03-04,118:152,111:167,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-04,118:152,136:150,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-04,118:152,148:122,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-04,118:152,118:152,bus,,,,,,,,,,,,,,,,,,15.0,,,,
40,2020-03-04,118:152,119:151,bus,,,,,,,,,,,,,18.0,,,,,,,,,
40,2020-03-04,118:152,99:101,bus,,,,,,,17.0,,,,,,,,,,,,,,,
40,2020-03-04,119:151,95:112,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-04,119:151,110:168,private_transport,,,,,,,,,,,,,,,,,,15.0,,,,
40,2020-03-04,119:151,156:130,bus,,,,,,24.0,,,,,,,,,,,,,,,,
40,2020-03-04,119:151,155:131,bus,,,,,,17.0,,,,,,,,,,,,,,,,
40,2020-03-04,119:151,116:154,bus,,,,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-04,119:151,149:121,private_transport,,,,,,,,,,,,,,,,,,28.0,,,,
40,2020-03-04,119:151,136:150,bus,,,,,,,,,,,,,20.0,,,,,,,,,
40,2020-03-04,119:151,118:152,bus,,,,,,,,,,,,,,,,,,23.0,,,,
40,2020-03-04,119:151,119:151,bus,,,,,,,,,,,,,16.0,,,,,,,,,
40,2020-03-04,119:151,99:101,bus,,,,,,,29.0,,,,,,,,,,,,,,,
40,2020-03-04,119:151,139:147,private_transport,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-04,119:151,140:146,bus,,,,,,,,,,,,,15.0,,,,,,,,,
40,2020-03-04,119:151,92:115,bus,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,120:166,50:412,private_transport,,,,,,,,,,,,,,,,32.0,,,,,,
40,2020-03-04,120:166,145:125,bus,,,,,,,12.0,,,,,,,,,,,,,,,
40,2020-03-04,120:166,136:150,bus,,,,,,,,,,,,,,,,,,17.0,,,,
40,2020-03-04,120:166,99:101,bus,,,,,,,28.0,,,,,,,,,,,,,,,
40,2020-03-04,120:166,120:166,bus,,,,,,,,,,,,,,,,,,27.0,,,,
40,2020-03-04,120:166,120:166,private_transport,,,,,,,,,,,,,,,,,,24.0,,,,
40,2020-03-04,120:166,141:145,bus,,,,,,,14.0,,,,,,,,,,,18.0,,,,
40,2020-03-04,120:166,141:145,private_transport,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-04,121:165,121:165,bus,,,,,,,,,,,14.0,19.0,,,,,,,,,,
40,2020-03-04,121:165,121:165,private_transport,,,,,,,,,,,,18.0,,,,,,,,,,
40,2020-03-04,121:165,136:150,private_transport,,,,,,19.0,,,,,,,,,,,,,,,,
40,2020-03-04,121:165,157:129,bus,,,,,,,,,,,,17.0,,,,,,,,,,
40,2020-03-04,121:165,159:127,bus,,,,,,,,,,,,30.0,,,,,,,,,,
40,2020-03-04,121:165,84:107,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-04,121:165,119:151,bus,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,121:165,119:151,private_transport,,,,,,14.0,,,,,,,,,,,,,,,,
40,2020-03-04,121:165,117:153,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,122:164,87:104,bus,,,,,,,,,,15.0,,,,,,,,,,,,
40,2020-03-04,122:164,87:104,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-04,122:164,126:160,bus,,,,,,,,,,,,,,,,25.0,,,,,,
40,2020-03-04,122:164,126:160,private_transport,,,,,,,,,,,,,,,,14.0,,,,,,
40,2020-03-04,122:164,90:117,bus,,,,,,,,,,,,,,,,19.0,,,,,,
40,2020-03-04,122:164,148:122,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,124:162,110:168,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-04,126:160,45:319,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,
40,2020-03-04,126:160,83:108,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-04,126:160,96:111,private_transport,,,,,,,,,,,,,,,,,,,11.0,,,
40,2020-03-04,126:160,156:130,private_transport,,,,,,,,,,,,,,,,,,,11.0,,,
40,2020-03-04,126:160,126:160,bus,,,,,,,,,,39.0,,,,,,,,,,,,
40,2020-03-04,126:160,126:160,private_transport,,,,,,,,,,29.0,,,,,,,,,,,,
40,2020-03-04,126:160,135:135,bus,,,,,,,,,,,,14.0,,,,,,,,,,
40,2020-03-04,126:160,135:135,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-04,126:160,155:131,bus,,,,,,,13.0,,,,,,,,,,,,,,,
40,2020-03-04,126:160,56:416,private_transport,,,,,12.0,,,,,,,,,,,,,,,,,
40,2020-03-04,126:160,90:117,bus,,,,,,,,,,12.0,,,,,,,,,,,,
40,2020-03-04,126:160,141:145,bus,,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-04,126:160,100:206,bus,,,,,,,,,,,,,13.0,,,,,,,,,
40,2020-03-04,127:159,126:160,bus,,,,,,,,,,,,,,,,10.0,,,,,,
40,2020-03-04,127:159,126:160,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,
40,2020-03-04,127:159,90:117,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,
40,2020-03-04,128:142,37:537,private_transport,,,,,16.0,,,,,,,,,,,,,,,,,
40,2020-03-04,128:142,116:154,private_transport,,,,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-04,129:141,151:119,bus,,,,,,,,,,,,,,,,,56.0,,,,,
40,2020-03-04,129:141,151:119,private_transport,,,,,,,,,,,,,,,,,20.0,,,,,
40,2020-03-04,129:141,61:413,private_transport,,,,,,,,14.0,,,,,,,,,,,,,,
40,2020-03-04,129:141,101:205,bus,,,,,,,,,,,,,,,,,22.0,,,,,
40,2020-03-04,129:141,89:118,bus,,,,,,,,,,,,,,,,,16.0,,,,,
40,2020-03-04,131:139,45:319,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,
40,2020-03-04,131:139,104:202,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-04,131:139,110:168,bus,,,,,,,,,18.0,,,,,,,,,,,,,
40,2020-03-04,131:139,110:168,private_transport,,,,,,,,,12.0,,,,,,,,,,,,,
40,2020-03-04,131:139,48:301,private_transport,,,,,,,,,,12.0,,,,,,,,,,,,
40,2020-03-04,131:139,111:167,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-04,131:139,93:114,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-04,131:139,123:163,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-04,132:138,93:114,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-04,132:138,94:113,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2020-03-04,132:138,123:163,bus,,,,,,,,,,,,,11.0,,,,,,,,,
40,2020-03-04,133:137,134:136,private_transport,,,,,,,,,,,,,,,,,,15.0,,,,
40,2020-03-04,133:137,135:135,private_transport,,,,,,,,,,,,,,,,,,22.0,,,,
40,2020-03-04,133:137,116:154,private_transport,,,,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-04,133:137,150:120,bus,,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-04,134:136,76:314,private_transport,,,,,,,,18.0,,,,,,,,,,,,,,
40,2020-03-04,134:136,87:104,bus,,,,,,,,10.0,,,,,,,,,,,,,,
40,2020-03-04,134:136,95:112,bus,,,,,,,,,,,,,10.0,16.0,,,,,,,,
40,2020-03-04,134:136,95:112,private_transport,,,,,,,,,,,13.0,,,,,,,,,,,
40,2020-03-04,134:136,144:126,bus,,,,,,,,,,14.0,,,,,,,,,,,,
