ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2019-11-19,101:205,110:168,private_transport,,14.0,,,,,,,,,,,,,,,,,
40,2019-11-19,101:205,121:165,private_transport,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,101:205,86:105,private_transport,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-19,103:203,110:168,bus,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-19,103:203,110:168,private_transport,,,,11.0,,,,,,,,,,,48.0,,,,
40,2019-11-19,103:203,138:148,bus,,,,,,,,,,,,,16.0,,,,,,
40,2019-11-19,103:203,138:148,private_transport,,,,,,,,,,,,,19.0,,,,,,
40,2019-11-19,103:203,149:121,private_transport,,,,,,,,,,,,,,,14.0,,,,
40,2019-11-19,103:203,152:134,bus,,,,,,,,,,,,,,,,,,,12.0
40,2019-11-19,103:203,152:134,private_transport,,,,,,,,,,,,,,,,,,,21.0
40,2019-11-19,103:203,153:133,bus,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-19,103:203,153:133,private_transport,,,,,,,,,,,,,,,,,,,15.0
40,2019-11-19,104:202,110:168,bus,,,,20.0,,,,,,,,,,,,,,,
40,2019-11-19,104:202,110:168,private_transport,46.0,,,33.0,,,,,,,,,,,,,,,
40,2019-11-19,104:202,121:165,private_transport,,,,,,,,,16.0,,,,,,,,,,
40,2019-11-19,104:202,109:169,bus,,,,12.0,,,,,,,,,,,,,,,
40,2019-11-19,104:202,109:169,private_transport,,,,14.0,,,,,,,,,,,,,,,
40,2019-11-19,104:202,118:152,bus,,,,,,,,,,,,14.0,,,,,,,
40,2019-11-19,104:202,118:152,private_transport,,,,,,,,,,,,13.0,,,,,,,
40,2019-11-19,104:202,139:147,bus,,,,,,,,,,,,13.0,,,,,,,
40,2019-11-19,104:202,139:147,private_transport,,,,,,,,,,,,13.0,,,,,,12.0,
40,2019-11-19,104:202,140:146,bus,,,,,,,,,,,,,,,,,,13.0,
40,2019-11-19,104:202,140:146,private_transport,,,,,,,,,,,,,,,,,,22.0,
40,2019-11-19,104:202,141:145,bus,,,,,,,,,,,,,,,,,,17.0,
40,2019-11-19,104:202,141:145,private_transport,,,,,,,,,,,,,,,,,,15.0,
40,2019-11-19,104:202,276:144,private_transport,17.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,104:202,58:303,bus,,,,,,,,,,,33.0,,,,,,,,
40,2019-11-19,104:202,58:303,private_transport,,,,,,,,,,,23.0,,,,,,,,
40,2019-11-19,104:202,61:413,private_transport,,,,,,,,,,,,,,76.0,,,,,
40,2019-11-19,104:202,87:104,private_transport,,,,,,,,,18.0,,,,,,,,,,
40,2019-11-19,104:202,98:217,private_transport,13.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,105:201,110:168,private_transport,76.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,105:201,104:202,bus,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,105:201,105:201,bus,,,,,,,,,,24.0,,,,,,,,,
40,2019-11-19,106:208,105:201,bus,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-19,106:208,105:201,private_transport,,,,,,,,,,13.0,,,,,,,,,
40,2019-11-19,106:208,106:208,bus,,,,,,,,,,13.0,,,,,,,,,
40,2019-11-19,108:170,110:168,private_transport,,11.0,,,,,,,,,,,,,,,,,
40,2019-11-19,108:170,121:165,bus,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-19,108:170,121:165,private_transport,,,,,,,,,,20.0,,,,,,,,,
40,2019-11-19,108:170,104:202,private_transport,,12.0,,,,,,,,,,,,,,,,,
40,2019-11-19,109:169,110:168,bus,,,,,,,,12.0,,,,36.0,22.0,,14.0,,,,
40,2019-11-19,109:169,110:168,private_transport,,,,,,,,,,,,15.0,25.0,,40.0,,,,
40,2019-11-19,109:169,149:121,bus,,,,,,,,,,19.0,,,,,11.0,,,,
40,2019-11-19,109:169,149:121,private_transport,,,,,,,,,,25.0,,,,,,,,,
40,2019-11-19,109:169,98:217,bus,,,,,,,,,,,10.0,,,,,,,,
40,2019-11-19,109:169,98:217,private_transport,,,,,,,,,,,15.0,,,,,,,,
40,2019-11-19,109:169,104:202,bus,,,,,,,,,,,,,16.0,,,,,,
40,2019-11-19,109:169,104:202,private_transport,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-19,109:169,114:156,private_transport,,,,,,,,,,,,,,,,,,15.0,
40,2019-11-19,109:169,133:137,private_transport,,,,,,,,,,,,,,,28.0,,,,
40,2019-11-19,109:169,134:136,bus,,,,,,10.0,,,,,,,,,,,,,
40,2019-11-19,109:169,135:135,bus,,,,,,14.0,,,,,,,,,,,,,
40,2019-11-19,109:169,144:126,private_transport,,,,,,,,,,,,,,,23.0,,,,
40,2019-11-19,109:169,147:123,bus,,,,,,,,,,,,,12.0,,,,,,
40,2019-11-19,109:169,50:412,private_transport,,,,17.0,,,,,,,,,,,,32.0,,,
40,2019-11-19,109:169,62:307,private_transport,,,17.0,,,,,,,,,,,13.0,,,,,
40,2019-11-19,109:169,83:108,private_transport,,,,,,,20.0,,,,,,,,,,,,
40,2019-11-19,109:169,9:509,private_transport,,,,,,,,,,,,,,,,,,,19.0
40,2019-11-19,110:168,110:168,bus,,,,,,,,74.0,83.0,,,,,,,,,28.0,17.0
40,2019-11-19,110:168,110:168,private_transport,,,,,,,,28.0,,,,,,,,,,97.0,77.0
40,2019-11-19,110:168,121:165,bus,,,,,,,,,12.0,,,,,,,,,,
40,2019-11-19,110:168,121:165,private_transport,,,,,,,,,26.0,,,,,,,,,,
40,2019-11-19,110:168,86:105,bus,,,,,,,,,16.0,,,,,,,,,,
40,2019-11-19,110:168,86:105,private_transport,,,,,,,,,19.0,,,,,,,,,,
40,2019-11-19,110:168,149:121,bus,,,,,,,,17.0,,,,,,,,,,,
40,2019-11-19,110:168,109:169,bus,,,,,,,,11.0,13.0,,,,,,,,,10.0,
40,2019-11-19,110:168,109:169,private_transport,14.0,,,,,,,,,,,,,,,,,,11.0
40,2019-11-19,110:168,118:152,bus,,,,,,,,,,,,20.0,,,,,,,
40,2019-11-19,110:168,118:152,private_transport,,,,,,,,,,,,17.0,,,,,,,
40,2019-11-19,110:168,139:147,bus,,,,,,12.0,,,,,,17.0,,,,,,,
40,2019-11-19,110:168,139:147,private_transport,,,,,,,,,,,,,,,,,,14.0,
40,2019-11-19,110:168,140:146,private_transport,,,,,,,,,,,,,,,,,,11.0,
40,2019-11-19,110:168,141:145,bus,,,,,,,,,,,,,,,,,,15.0,
40,2019-11-19,110:168,141:145,private_transport,,,,,,,,,,,,,,,,,,27.0,
40,2019-11-19,110:168,276:144,private_transport,16.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,110:168,58:303,bus,,,,,,,,,,,44.0,,,,,,,,
40,2019-11-19,110:168,58:303,private_transport,,,,,,,,,,,20.0,,,,,,,,
40,2019-11-19,110:168,61:413,private_transport,,,,,,,,,,,,,,104.0,,,,,
40,2019-11-19,110:168,87:104,bus,,,,,,,,,21.0,,,,,,,,,,
40,2019-11-19,110:168,87:104,private_transport,,,,,,,,,29.0,,,,,,,,,,
40,2019-11-19,110:168,98:217,private_transport,40.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,110:168,104:202,private_transport,,,,,,,,,,,,,12.0,,,,,10.0,
40,2019-11-19,110:168,133:137,private_transport,,,,,,,,,,,,,,,15.0,,,,
40,2019-11-19,110:168,134:136,bus,,,,,,28.0,,,,,,,,,,,,,
40,2019-11-19,110:168,135:135,bus,,,,,,94.0,,,,,,,,,,,,,
40,2019-11-19,110:168,135:135,private_transport,,,,,,12.0,,,,,,,,,,,,,
40,2019-11-19,110:168,50:412,private_transport,,,,126.0,,,,,,,,,,,,233.0,,,
40,2019-11-19,110:168,62:307,private_transport,,,192.0,,,,,,,,,,,92.0,,,,,
40,2019-11-19,110:168,9:509,private_transport,,,,,,,,,,,,,,,,,,,129.0
40,2019-11-19,110:168,101:205,bus,,,,,,,,,,,16.0,,,,,,,,
40,2019-11-19,110:168,101:205,private_transport,,,,,,,,,,,13.0,,,,,,,,
40,2019-11-19,110:168,111:167,bus,,,,,16.0,,,,,,,,10.0,,,,,,
40,2019-11-19,110:168,116:154,bus,,,,,,33.0,,,,,,13.0,,,,,,,
40,2019-11-19,110:168,126:160,bus,,,,,,62.0,,,,,11.0,,,,,,,,
40,2019-11-19,110:168,126:160,private_transport,,,,,,20.0,,,,,,,,,,,,,
40,2019-11-19,110:168,127:159,bus,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-19,110:168,146:124,bus,,,,,,,,,,,50.0,,,,,,,,
40,2019-11-19,110:168,146:124,private_transport,,,,,,,,,,,42.0,,,,,,,,
40,2019-11-19,110:168,148:122,bus,,,,,33.0,,,,,,,,,,,,,,
40,2019-11-19,110:168,148:122,private_transport,,,,,36.0,,,,,,,,,,,,,,
40,2019-11-19,110:168,151:119,bus,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-19,110:168,151:119,private_transport,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-19,110:168,154:132,bus,,,,,,,,,,,,,,,,,29.0,,
40,2019-11-19,110:168,154:132,private_transport,,,,,,,,,,,,,,,,,29.0,,
40,2019-11-19,110:168,157:129,private_transport,,,,,10.0,,,,,,,,,,,,,,
40,2019-11-19,110:168,160:110,bus,,,,,,16.0,,,,,,,,,,,,,
40,2019-11-19,110:168,45:319,bus,,,,,,,,,39.0,,,,,,,,,,
40,2019-11-19,110:168,45:319,private_transport,,,,,,,,,99.0,,,,,,,,,,
40,2019-11-19,110:168,64:306,private_transport,,,,,,,,,,,,,,,,10.0,,,
40,2019-11-19,110:168,84:107,bus,,,,,,,,,13.0,,,,,,,,,,
40,2019-11-19,110:168,84:107,private_transport,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-19,110:168,89:118,bus,,,,,,,,,,,,,,,,,23.0,,
40,2019-11-19,110:168,89:118,private_transport,,,,,,,,,,,,,,,,,13.0,,
40,2019-11-19,110:168,90:117,bus,,,,,,17.0,,,,,,,,,,,,,
40,2019-11-19,110:168,90:117,private_transport,,,,,,16.0,,,,,,,,,,,,,
40,2019-11-19,110:168,94:113,bus,,,,,,,,,,,,,,,43.0,,,,
40,2019-11-19,110:168,94:113,private_transport,,,,,,,,,,,,,,,67.0,,,,
40,2019-11-19,110:168,95:112,bus,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,110:168,95:112,private_transport,,,,,,,,,,,,13.0,,,,,,,
40,2019-11-19,110:168,97:102,bus,,,,,,,,,,,73.0,,,,,,,,
40,2019-11-19,110:168,97:102,private_transport,,,,,,,,,,,30.0,,,,,,,,
40,2019-11-19,111:167,110:168,bus,,,,21.0,,,,,,,,,,,,,,,
40,2019-11-19,111:167,110:168,private_transport,,,,29.0,,,,,,,,,,,,,,,
40,2019-11-19,111:167,86:105,private_transport,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-19,111:167,138:148,private_transport,,,,,,,11.0,,,,,,,,,14.0,,,
40,2019-11-19,111:167,149:121,bus,,,,,,,,,,,,,21.0,,,,,,
40,2019-11-19,111:167,149:121,private_transport,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-19,111:167,109:169,bus,,,,11.0,,,,,,,,,,,,,,,
40,2019-11-19,111:167,139:147,bus,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-19,111:167,276:144,private_transport,13.0,,,,,,,,,,,,,,,,,,
40,2019-11-19,111:167,61:413,private_transport,,,,,,,,,,,,,,31.0,,,,,
40,2019-11-19,111:167,87:104,private_transport,,,,,,,,,11.0,,,,,,,,,,
40,2019-11-19,111:167,104:202,bus,,,,,,,,,,,,,,,,33.0,,,
40,2019-11-19,111:167,104:202,private_transport,,,,,,,,,,,,,,,,45.0,,,
40,2019-11-19,111:167,134:136,bus,,,,,,,,,,,17.0,,,,,,,,
40,2019-11-19,111:167,134:136,private_transport,,,,,,,,,,,16.0,,,,,,,,
40,2019-11-19,111:167,135:135,bus,,,,,,,,,,,52.0,,,,,,,,
40,2019-11-19,111:167,135:135,private_transport,,,,,,,,,,,50.0,,,,,,,,
40,2019-11-19,111:167,111:167,bus,,,,,,,66.0,,,,,,,,,26.0,,10.0,
40,2019-11-19,111:167,111:167,private_transport,,,,,,,94.0,,,,10.0,,,,,39.0,,14.0,
40,2019-11-19,111:167,116:154,bus,,,,,,,,,,,20.0,,,,,,,,
40,2019-11-19,111:167,116:154,private_transport,,,,,,,,,,,,11.0,,,,,,,
40,2019-11-19,111:167,148:122,bus,,,,,,,,,,,,,,,,,,11.0,
40,2019-11-19,111:167,148:122,private_transport,,,,,,,,,,,15.0,,10.0,,,,,19.0,
40,2019-11-19,111:167,157:129,bus,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-19,111:167,150:120,bus,,,,,,,,,,,10.0,,,,,,,,
40,2019-11-19,111:167,150:120,private_transport,,,,,,,,,,,10.0,,,,,,,12.0,
40,2019-11-19,114:156,110:168,bus,,,,,,,,,,,,,,,,,,16.0,
40,2019-11-19,114:156,110:168,private_transport,,,,,,,,,,,,,,,,,,14.0,
40,2019-11-19,115:155,141:145,private_transport,,,,,,,11.0,,,,,,,,,,,,
40,2019-11-19,116:154,153:133,private_transport,,,,12.0,,,,,,,,,,,,,,,
40,2019-11-19,116:154,139:147,bus,,,,,,,12.0,,,,,,,,,,,,
40,2019-11-19,116:154,140:146,bus,,,,,,,14.0,,,,,,,,,,,,
40,2019-11-19,118:152,140:146,bus,,,,,,,15.0,,,,,,,,,,,,
40,2019-11-19,118:152,140:146,private_transport,,,,,,,19.0,,,,,,,,,,,,
40,2019-11-19,118:152,141:145,bus,,,,,,,20.0,,,,,,,,,,,,
40,2019-11-19,118:152,141:145,private_transport,,,,,,,20.0,,,,,,,,,,,,
40,2019-11-19,121:165,58:303,bus,,,,,,,,,23.0,,,,,,,,,,
40,2019-11-19,121:165,58:303,private_transport,,,,,,,,,16.0,,,,,,,,,,
40,2019-11-19,121:165,94:113,bus,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-19,121:165,97:102,bus,,,,,,,,,19.0,,,,,,,,,,
40,2019-11-19,121:165,97:102,private_transport,,,,,,,,,14.0,,,,,,,,,,
40,2019-11-19,121:165,122:164,bus,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-19,122:164,110:168,bus,,,,,14.0,,,,,,,,,,,,,,
40,2019-11-19,122:164,58:303,private_transport,,,,,,65.0,,,,,,,,,,,,,
40,2019-11-19,122:164,104:202,bus,,,,,13.0,,,,,,,,,,,,,,
40,2019-11-19,122:164,127:159,bus,,,,,,,,,,14.0,,,,,,,,,
40,2019-11-19,122:164,97:102,bus,,,,,,,,,,21.0,,,,,,,,,
40,2019-11-19,122:164,150:120,bus,,,,,,,,,,16.0,,,,,,,,,
40,2019-11-19,122:164,150:120,private_transport,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,122:164,122:164,bus,,,,,,,,,,26.0,,,,,,,,,
40,2019-11-19,122:164,158:128,bus,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-19,123:163,110:168,bus,,,,,12.0,,,,,,,,,,,,,,
40,2019-11-19,123:163,58:303,private_transport,,,,,,17.0,,,,,,,,,,,,,
40,2019-11-19,123:163,104:202,bus,,,,,14.0,,,,,,,,,,,,,,
40,2019-11-19,123:163,97:102,bus,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-19,123:163,150:120,bus,,,,,,,,,,12.0,,,,,,,,,
40,2019-11-19,124:162,109:169,private_transport,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-19,124:162,94:113,bus,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-19,124:162,94:113,private_transport,,,,,,,,,26.0,,,,,,,,,,
40,2019-11-19,125:161,94:113,private_transport,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-19,126:160,110:168,bus,,,,,,,,,32.0,,,,,,,,,,
40,2019-11-19,126:160,110:168,private_transport,,,,,,,,,20.0,,,,,,,,,,
40,2019-11-19,126:160,141:145,private_transport,,,,,,,,,,,,,,14.0,10.0,,,,
40,2019-11-19,126:160,104:202,bus,,,,,,,,,24.0,,,,,,,,,,
40,2019-11-19,126:160,104:202,private_transport,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-19,126:160,147:123,bus,,,,,,,,,12.0,,,,,,,,,,
40,2019-11-19,126:160,147:123,private_transport,,,,,,,,,13.0,,,,,,,,,,
40,2019-11-19,126:160,148:122,private_transport,,,,,,,,11.0,,,,,,,,,,,
40,2019-11-19,127:159,140:146,private_transport,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-19,127:159,141:145,private_transport,,,,,,,,,,,,,,,16.0,,,,
40,2019-11-19,127:159,58:303,private_transport,,,,,,43.0,,,,,,,,,,,,,
40,2019-11-19,127:159,111:167,private_transport,,,,,,,,10.0,,,,,,,,,,,
40,2019-11-19,127:159,148:122,private_transport,,,,,,,,15.0,,,,,,,,,,,
40,2019-11-19,127:159,97:102,bus,,,,,,,,,,17.0,,,,,,,,,
40,2019-11-19,127:159,122:164,private_transport,,,,,,,,,,10.0,,,,,,,,,
